t_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,H_mag_kgm2ps,E_rot_J
14.3296,0.77495073,0.09085488,0.58770157,0.21401778,53.27762,60.69077,63.60688,0.67229,5.17170,1.64927,3.39024118e-02,1.61607309e-03
14.4096,0.77253253,0.09112124,0.59049307,0.21496127,54.06691,60.82973,64.44982,0.67060,5.17240,1.64766,3.39024118e-02,1.61607309e-03
14.4897,0.77010310,0.09138458,0.59327617,0.21590148,54.86352,60.96313,65.30017,0.66891,5.17310,1.64605,3.39024118e-02,1.61607309e-03
14.5697,0.76766249,0.09164492,0.59605084,0.21683843,55.66723,61.09086,66.15772,0.66722,5.17379,1.64445,3.39024118e-02,1.61607309e-03
14.6498,0.76521074,0.09190224,0.59881701,0.21777210,56.47783,61.21288,67.02226,0.66553,5.17448,1.64285,3.39024118e-02,1.61607309e-03
14.7298,0.76274787,0.09215654,0.60157466,0.21870248,57.29507,61.32909,67.89354,0.66385,5.17518,1.64125,3.39024118e-02,1.61607309e-03
14.8099,0.76027393,0.09240783,0.60432374,0.21962958,58.11871,61.43943,68.77132,0.66216,5.17586,1.63966,3.39024118e-02,1.61607309e-03
14.8899,0.75778896,0.09265609,0.60706421,0.22055338,58.94848,61.54383,69.65532,0.66048,5.17655,1.63807,3.39024118e-02,1.61607309e-03
14.9700,0.75529298,0.09290134,0.60979602,0.22147387,59.78409,61.64223,70.54528,0.65880,5.17723,1.63649,3.39024118e-02,1.61607309e-03
15.0500,0.75278603,0.09314356,0.61251913,0.22239106,60.62524,61.73455,71.44090,0.65712,5.17791,1.63491,3.39024118e-02,1.61607309e-03
15.1301,0.75026816,0.09338276,0.61523349,0.22330494,61.47164,61.82075,72.34186,0.65544,5.17859,1.63333,3.39024118e-02,1.61607309e-03
15.2101,0.74773940,0.09361893,0.61793907,0.22421549,62.32295,61.90076,73.24784,0.65376,5.17927,1.63176,3.39024118e-02,1.61607309e-03
15.2902,0.74519979,0.09385208,0.62063582,0.22512272,63.17884,61.97454,74.15853,0.65209,5.17994,1.63019,3.39024118e-02,1.61607309e-03
15.3702,0.74264937,0.09408219,0.62332370,0.22602662,64.03896,62.04203,75.07355,0.65041,5.18061,1.62863,3.39024118e-02,1.61607309e-03
15.4503,0.74008816,0.09430928,0.62600266,0.22692718,64.90296,62.10318,75.99257,0.64874,5.18128,1.62707,3.39024118e-02,1.61607309e-03
15.5304,0.73751622,0.09453334,0.62867267,0.22782439,65.77045,62.15796,76.91521,0.64707,5.18195,1.62551,3.39024118e-02,1.61607309e-03
15.6104,0.73493357,0.09475437,0.63133368,0.22871826,66.64108,62.20633,77.84109,0.64540,5.18261,1.62396,3.39024118e-02,1.61607309e-03
15.6905,0.73234027,0.09497237,0.63398564,0.22960877,67.51443,62.24825,78.76984,0.64373,5.18328,1.62241,3.39024118e-02,1.61607309e-03
15.7705,0.72973633,0.09518734,0.63662853,0.23049592,68.39013,62.28370,79.70104,0.64206,5.18394,1.62086,3.39024118e-02,1.61607309e-03
15.8506,0.72712181,0.09539928,0.63926229,0.23137970,69.26777,62.31265,80.63431,0.64039,5.18459,1.61932,3.39024118e-02,1.61607309e-03
15.9306,0.72449675,0.09560818,0.64188689,0.23226011,70.14693,62.33507,81.56924,0.63873,5.18525,1.61778,3.39024118e-02,1.61607309e-03
16.0107,0.72186117,0.09581405,0.64450228,0.23313714,71.02721,62.35096,82.50542,0.63706,5.18590,1.61624,3.39024118e-02,1.61607309e-03
16.0907,0.71921512,0.09601688,0.64710843,0.23401079,71.90819,62.36030,83.44242,0.63540,5.18655,1.61471,3.39024118e-02,1.61607309e-03
16.1708,0.71655865,0.09621669,0.64970528,0.23488105,72.78944,62.36309,84.37984,0.63374,5.18720,1.61319,3.39024118e-02,1.61607309e-03
16.2508,0.71389178,0.09641345,0.65229280,0.23574791,73.67056,62.35932,85.31726,0.63208,5.18785,1.61166,3.39024118e-02,1.61607309e-03
16.3309,0.71121455,0.09660719,0.65487095,0.23661137,74.55113,62.34899,86.25426,0.63042,5.18849,1.61014,3.39024118e-02,1.61607309e-03
16.4109,0.70852702,0.09679789,0.65743970,0.23747143,75.43071,62.33212,87.19042,0.62877,5.18913,1.60863,3.39024118e-02,1.61607309e-03
16.4910,0.70582921,0.09698555,0.65999898,0.23832807,76.30890,62.30872,88.12533,0.62711,5.18977,1.60711,3.39024118e-02,1.61607309e-03
16.5710,0.70312117,0.09717018,0.66254878,0.23918130,77.18528,62.27880,89.05857,0.62546,5.19041,1.60561,3.39024118e-02,1.61607309e-03
16.6511,0.70040293,0.09735178,0.66508904,0.24003110,78.05945,62.24238,89.98976,0.62380,5.19104,1.60410,3.39024118e-02,1.61607309e-03
16.7312,0.69767454,0.09753034,0.66761973,0.24087747,78.93101,62.19949,90.91847,0.62215,5.19167,1.60260,3.39024118e-02,1.61607309e-03
16.8112,0.69493604,0.09770587,0.67014081,0.24172041,79.79956,62.15017,91.84432,0.62050,5.19230,1.60110,3.39024118e-02,1.61607309e-03
16.8913,0.69218747,0.09787836,0.67265223,0.24255992,80.66471,62.09443,92.76693,0.61885,5.19293,1.59961,3.39024118e-02,1.61607309e-03
16.9713,0.68942886,0.09804782,0.67515396,0.24339597,81.52608,62.03233,93.68592,0.61720,5.19356,1.59812,3.39024118e-02,1.61607309e-03
17.0514,0.68666026,0.09821425,0.67764596,0.24422858,82.38332,61.96390,94.60093,0.61556,5.19418,1.59663,3.39024118e-02,1.61607309e-03
17.1314,0.68388171,0.09837765,0.68012819,0.24505773,83.23605,61.88920,95.51159,0.61391,5.19480,1.59515,3.39024118e-02,1.61607309e-03
17.2115,0.68109325,0.09853802,0.68260061,0.24588343,84.08394,61.80826,96.41757,0.61227,5.19542,1.59367,3.39024118e-02,1.61607309e-03
17.2915,0.67829492,0.09869536,0.68506317,0.24670565,84.92665,61.72115,97.31853,0.61063,5.19604,1.59220,3.39024118e-02,1.61607309e-03
17.3716,0.67548676,0.09884966,0.68751585,0.24752441,85.76386,61.62793,98.21415,0.60899,5.19665,1.59073,3.39024118e-02,1.61607309e-03
17.4516,0.67266882,0.09900094,0.68995860,0.24833969,86.59526,61.52864,99.10413,0.60735,5.19726,1.58926,3.39024118e-02,1.61607309e-03
17.5317,0.66984113,0.09914919,0.69239139,0.24915149,87.42056,61.42337,99.98818,0.60571,5.19787,1.58780,3.39024118e-02,1.61607309e-03
17.6117,0.66700374,0.09929442,0.69481417,0.24995980,88.23947,61.31216,100.86602,0.60407,5.19848,1.58634,3.39024118e-02,1.61607309e-03
17.6918,0.66415669,0.09943662,0.69722691,0.25076463,89.05174,61.19510,101.73738,0.60244,5.19909,1.58488,3.39024118e-02,1.61607309e-03
17.7718,0.66130001,0.09957579,0.69962956,0.25156595,89.85711,61.07225,102.60202,0.60080,5.19969,1.58343,3.39024118e-02,1.61607309e-03
17.8519,0.65843376,0.09971195,0.70202210,0.25236378,90.65535,60.94368,103.45970,0.59917,5.20029,1.58198,3.39024118e-02,1.61607309e-03
17.9320,0.65555798,0.09984508,0.70440448,0.25315810,91.44624,60.80948,104.31021,0.59754,5.20089,1.58053,3.39024118e-02,1.61607309e-03
18.0120,0.65267270,0.09997519,0.70677667,0.25394891,92.22957,60.66972,105.15334,0.59590,5.20149,1.57909,3.39024118e-02,1.61607309e-03
18.0921,0.64977797,0.10010228,0.70913862,0.25473620,93.00514,60.52448,105.98890,0.59428,5.20208,1.57766,3.39024118e-02,1.61607309e-03
18.1721,0.64687384,0.10022636,0.71149031,0.25551997,93.77280,60.37383,106.81673,0.59265,5.20267,1.57622,3.39024118e-02,1.61607309e-03
18.2522,0.64396034,0.10034742,0.71383169,0.25630022,94.53236,60.21788,107.63666,0.59102,5.20327,1.57479,3.39024118e-02,1.61607309e-03
18.3322,0.64103751,0.10046546,0.71616273,0.25707693,95.28370,60.05668,108.44854,0.58940,5.20385,1.57337,3.39024118e-02,1.61607309e-03
18.4123,0.63810541,0.10058050,0.71848338,0.25785011,96.02667,59.89034,109.25225,0.58777,5.20444,1.57194,3.39024118e-02,1.61607309e-03
18.4923,0.63516407,0.10069252,0.72079362,0.25861975,96.76116,59.71894,110.04768,0.58615,5.20502,1.57052,3.39024118e-02,1.61607309e-03
18.5724,0.63221354,0.10080154,0.72309340,0.25938584,97.48707,59.54256,110.83472,0.58453,5.20561,1.56911,3.39024118e-02,1.61607309e-03
18.6524,0.62925386,0.10090754,0.72538270,0.26014839,98.20430,59.36128,111.61327,0.58291,5.20619,1.56770,3.39024118e-02,1.61607309e-03
18.7325,0.62628508,0.10101055,0.72766147,0.26090738,98.91277,59.17521,112.38328,0.58129,5.20676,1.56629,3.39024118e-02,1.61607309e-03
18.8125,0.62330723,0.10111055,0.72992967,0.26166281,99.61243,58.98441,113.14467,0.57967,5.20734,1.56489,3.39024118e-02,1.61607309e-03
18.8926,0.62032036,0.10120756,0.73218728,0.26241468,100.30321,58.78899,113.89740,0.57805,5.20791,1.56349,3.39024118e-02,1.61607309e-03
18.9726,0.61732452,0.10130156,0.73443426,0.26316298,100.98509,58.58902,114.64141,0.57644,5.20848,1.56209,3.39024118e-02,1.61607309e-03
19.0527,0.61431975,0.10139257,0.73667056,0.26390770,101.65801,58.38459,115.37670,0.57482,5.20905,1.56070,3.39024118e-02,1.61607309e-03
19.1328,0.61130609,0.10148059,0.73889616,0.26464885,102.32198,58.17580,116.10323,0.57321,5.20962,1.55931,3.39024118e-02,1.61607309e-03
19.2128,0.60828359,0.10156562,0.74111102,0.26538642,102.97697,57.96272,116.82100,0.57160,5.21019,1.55792,3.39024118e-02,1.61607309e-03
19.2929,0.60525230,0.10164766,0.74331510,0.26612040,103.62299,57.74544,117.53002,0.56999,5.21075,1.55654,3.39024118e-02,1.61607309e-03
19.3729,0.60221225,0.10172671,0.74550838,0.26685079,104.26004,57.52404,118.23029,0.56838,5.21131,1.55516,3.39024118e-02,1.61607309e-03
19.4530,0.59916349,0.10180279,0.74769081,0.26757759,104.88815,57.29862,118.92183,0.56677,5.21187,1.55379,3.39024118e-02,1.61607309e-03
19.5330,0.59610607,0.10187588,0.74986236,0.26830078,105.50733,57.06925,119.60468,0.56516,5.21243,1.55242,3.39024118e-02,1.61607309e-03
19.6131,0.59304003,0.10194600,0.75202299,0.26902037,106.11763,56.83602,120.27886,0.56356,5.21298,1.55105,3.39024118e-02,1.61607309e-03
19.6931,0.58996541,0.10201314,0.75417268,0.26973635,106.71908,56.59900,120.94443,0.56195,5.21353,1.54969,3.39024118e-02,1.61607309e-03
19.7732,0.58688227,0.10207731,0.75631138,0.27044873,107.31174,56.35829,121.60143,0.56035,5.21408,1.54833,3.39024118e-02,1.61607309e-03
19.8532,0.58379065,0.10213852,0.75843907,0.27115748,107.89564,56.11395,122.24992,0.55875,5.21463,1.54697,3.39024118e-02,1.61607309e-03
19.9333,0.58069058,0.10219676,0.76055571,0.27186261,108.47086,55.86606,122.88996,0.55715,5.21518,1.54562,3.39024118e-02,1.61607309e-03
20.0133,0.57758213,0.10225204,0.76266127,0.27256412,109.03746,55.61471,123.52161,0.55555,5.21572,1.54427,3.39024118e-02,1.61607309e-03
20.0934,0.57446533,0.10230436,0.76475570,0.27326199,109.59551,55.35997,124.14495,0.55395,5.21627,1.54293,3.39024118e-02,1.61607309e-03
20.1734,0.57134023,0.10235372,0.76683899,0.27395624,110.14508,55.10192,124.76006,0.55235,5.21681,1.54158,3.39024118e-02,1.61607309e-03
20.2535,0.56820687,0.10240014,0.76891110,0.27464684,110.68624,54.84062,125.36701,0.55076,5.21735,1.54025,3.39024118e-02,1.61607309e-03
20.3336,0.56506530,0.10244360,0.77097199,0.27533381,111.21909,54.57616,125.96589,0.54916,5.21788,1.53891,3.39024118e-02,1.61607309e-03
20.4136,0.56191558,0.10248413,0.77302163,0.27601712,111.74371,54.30859,126.55678,0.54757,5.21842,1.53758,3.39024118e-02,1.61607309e-03
20.4937,0.55875773,0.10252171,0.77505999,0.27669679,112.26018,54.03800,127.13979,0.54598,5.21895,1.53626,3.39024118e-02,1.61607309e-03
20.5737,0.55559182,0.10255635,0.77708703,0.27737280,112.76859,53.76445,127.71500,0.54438,5.21948,1.53493,3.39024118e-02,1.61607309e-03
20.6538,0.55241788,0.10258806,0.77910273,0.27804516,113.26905,53.48801,128.28250,0.54279,5.22001,1.53362,3.39024118e-02,1.61607309e-03
20.7338,0.54923596,0.10261684,0.78110706,0.27871385,113.76163,53.20874,128.84240,0.54121,5.22054,1.53230,3.39024118e-02,1.61607309e-03
20.8139,0.54604611,0.10264270,0.78309997,0.27937888,114.24645,52.92670,129.39480,0.53962,5.22106,1.53099,3.39024118e-02,1.61607309e-03
20.8939,0.54284838,0.10266563,0.78508144,0.28004023,114.72361,52.64197,129.93979,0.53803,5.22158,1.52968,3.39024118e-02,1.61607309e-03
20.9740,0.53964282,0.10268565,0.78705144,0.28069791,115.19319,52.35461,130.47749,0.53645,5.22210,1.52838,3.39024118e-02,1.61607309e-03
21.0540,0.53642946,0.10270275,0.78900994,0.28135192,115.65530,52.06467,131.00798,0.53486,5.22262,1.52708,3.39024118e-02,1.61607309e-03
21.1341,0.53320836,0.10271695,0.79095689,0.28200224,116.11005,51.77221,131.53139,0.53328,5.22314,1.52578,3.39024118e-02,1.61607309e-03
21.2141,0.52997956,0.10272824,0.79289229,0.28264888,116.55753,51.47729,132.04781,0.53170,5.22365,1.52448,3.39024118e-02,1.61607309e-03
21.2942,0.52674312,0.10273662,0.79481609,0.28329183,116.99785,51.17998,132.55734,0.53012,5.22417,1.52320,3.39024118e-02,1.61607309e-03
21.3742,0.52349908,0.10274211,0.79672826,0.28393108,117.43111,50.88031,133.06011,0.52854,5.22468,1.52191,3.39024118e-02,1.61607309e-03
21.4543,0.52024748,0.10274471,0.79862877,0.28456664,117.85742,50.57836,133.55620,0.52696,5.22519,1.52063,3.39024118e-02,1.61607309e-03
21.5344,0.51698838,0.10274442,0.80051759,0.28519850,118.27688,50.27417,134.04574,0.52538,5.22569,1.51935,3.39024118e-02,1.61607309e-03
21.6144,0.51372182,0.10274125,0.80239470,0.28582666,118.68960,49.96779,134.52882,0.52381,5.22620,1.51807,3.39024118e-02,1.61607309e-03
21.6945,0.51044785,0.10273520,0.80426005,0.28645110,119.09566,49.65928,135.00555,0.52223,5.22670,1.51680,3.39024118e-02,1.61607309e-03
21.7745,0.50716652,0.10272627,0.80611363,0.28707184,119.49519,49.34868,135.47603,0.52066,5.22720,1.51553,3.39024118e-02,1.61607309e-03
21.8546,0.50387787,0.10271448,0.80795541,0.28768886,119.88828,49.03604,135.94038,0.51909,5.22770,1.51427,3.39024118e-02,1.61607309e-03
21.9346,0.50058196,0.10269982,0.80978534,0.28830217,120.27503,48.72141,136.39869,0.51752,5.22820,1.51301,3.39024118e-02,1.61607309e-03
22.0147,0.49727884,0.10268230,0.81160342,0.28891175,120.65554,48.40484,136.85107,0.51595,5.22870,1.51175,3.39024118e-02,1.61607309e-03
22.0947,0.49396854,0.10266193,0.81340959,0.28951760,121.02991,48.08637,137.29762,0.51438,5.22919,1.51050,3.39024118e-02,1.61607309e-03
22.1748,0.49065112,0.10263871,0.81520385,0.29011973,121.39825,47.76604,137.73845,0.51281,5.22968,1.50925,3.39024118e-02,1.61607309e-03
22.2548,0.48732664,0.10261264,0.81698615,0.29071813,121.76064,47.44390,138.17365,0.51124,5.23017,1.50800,3.39024118e-02,1.61607309e-03
22.3349,0.48399512,0.10258374,0.81875647,0.29131279,122.11719,47.11999,138.60332,0.50968,5.23066,1.50676,3.39024118e-02,1.61607309e-03
22.4149,0.48065664,0.10255199,0.82051478,0.29190371,122.46799,46.79435,139.02757,0.50811,5.23115,1.50552,3.39024118e-02,1.61607309e-03
22.4950,0.47731123,0.10251743,0.82226106,0.29249089,122.81313,46.46702,139.44649,0.50655,5.23163,1.50429,3.39024118e-02,1.61607309e-03
22.5751,0.47395894,0.10248003,0.82399527,0.29307432,123.15272,46.13804,139.86018,0.50499,5.23211,1.50306,3.39024118e-02,1.61607309e-03
22.6551,0.47059983,0.10243982,0.82571739,0.29365401,123.48684,45.80745,140.26873,0.50342,5.23259,1.50183,3.39024118e-02,1.61607309e-03
22.7352,0.46723393,0.10239680,0.82742739,0.29422994,123.81558,45.47527,140.67224,0.50186,5.23307,1.50060,3.39024118e-02,1.61607309e-03
22.8152,0.46386131,0.10235096,0.82912525,0.29480212,124.13903,45.14156,141.07081,0.50031,5.23355,1.49938,3.39024118e-02,1.61607309e-03
22.8953,0.46048201,0.10230233,0.83081093,0.29537054,124.45729,44.80634,141.46451,0.49875,5.23402,1.49817,3.39024118e-02,1.61607309e-03
22.9753,0.45709608,0.10225090,0.83248441,0.29593520,124.77043,44.46966,141.85345,0.49719,5.23450,1.49695,3.39024118e-02,1.61607309e-03
23.0554,0.45370357,0.10219668,0.83414566,0.29649609,125.07855,44.13153,142.23771,0.49564,5.23497,1.49574,3.39024118e-02,1.61607309e-03
23.1354,0.45030452,0.10213968,0.83579466,0.29705322,125.38173,43.79200,142.61738,0.49408,5.23544,1.49454,3.39024118e-02,1.61607309e-03
23.2155,0.44689900,0.10207989,0.83743137,0.29760657,125.68005,43.45110,142.99255,0.49253,5.23591,1.49334,3.39024118e-02,1.61607309e-03
23.2955,0.44348705,0.10201733,0.83905579,0.29815615,125.97359,43.10885,143.36331,0.49098,5.23637,1.49214,3.39024118e-02,1.61607309e-03
23.3756,0.44006871,0.10195201,0.84066786,0.29870196,126.26244,42.76529,143.72972,0.48942,5.23684,1.49094,3.39024118e-02,1.61607309e-03
23.4556,0.43664404,0.10188392,0.84226759,0.29924398,126.54667,42.42045,144.09189,0.48787,5.23730,1.48975,3.39024118e-02,1.61607309e-03
23.5357,0.43321309,0.10181308,0.84385492,0.29978222,126.82636,42.07436,144.44989,0.48632,5.23776,1.48856,3.39024118e-02,1.61607309e-03
23.6157,0.42977592,0.10173949,0.84542985,0.30031667,127.10158,41.72704,144.80380,0.48478,5.23822,1.48738,3.39024118e-02,1.61607309e-03
23.6958,0.42633256,0.10166316,0.84699234,0.30084734,127.37242,41.37852,145.15369,0.48323,5.23867,1.48620,3.39024118e-02,1.61607309e-03
23.7759,0.42288306,0.10158409,0.84854238,0.30137421,127.63894,41.02883,145.49965,0.48168,5.23913,1.48502,3.39024118e-02,1.61607309e-03
23.8559,0.41942749,0.10150229,0.85007993,0.30189729,127.90122,40.67800,145.84176,0.48014,5.23958,1.48385,3.39024118e-02,1.61607309e-03
23.9360,0.41596589,0.10141777,0.85160497,0.30241658,128.15932,40.32605,146.18008,0.47860,5.24003,1.48268,3.39024118e-02,1.61607309e-03
24.0160,0.41249831,0.10133053,0.85311748,0.30293206,128.41333,39.97300,146.51468,0.47705,5.24048,1.48151,3.39024118e-02,1.61607309e-03
24.0961,0.40902481,0.10124057,0.85461743,0.30344374,128.66330,39.61888,146.84566,0.47551,5.24093,1.48035,3.39024118e-02,1.61607309e-03
24.1761,0.40554542,0.10114792,0.85610480,0.30395161,128.90930,39.26371,147.17306,0.47397,5.24138,1.47919,3.39024118e-02,1.61607309e-03
24.2562,0.40206021,0.10105256,0.85757956,0.30445567,129.15140,38.90752,147.49696,0.47243,5.24182,1.47803,3.39024118e-02,1.61607309e-03
24.3362,0.39856923,0.10095451,0.85904170,0.30495593,129.38966,38.55033,147.81744,0.47089,5.24226,1.47688,3.39024118e-02,1.61607309e-03
24.4163,0.39507252,0.10085378,0.86049118,0.30545237,129.62414,38.19215,148.13455,0.46936,5.24270,1.47573,3.39024118e-02,1.61607309e-03
24.4963,0.39157013,0.10075037,0.86192799,0.30594499,129.85491,37.83302,148.44836,0.46782,5.24314,1.47459,3.39024118e-02,1.61607309e-03
24.5764,0.38806213,0.10064429,0.86335210,0.30643379,130.08203,37.47295,148.75894,0.46628,5.24358,1.47345,3.39024118e-02,1.61607309e-03
24.6564,0.38454855,0.10053555,0.86476348,0.30691878,130.30555,37.11197,149.06635,0.46475,5.24401,1.47231,3.39024118e-02,1.61607309e-03
24.7365,0.38102945,0.10042414,0.86616213,0.30739993,130.52554,36.75009,149.37066,0.46322,5.24445,1.47118,3.39024118e-02,1.61607309e-03
24.8165,0.37750489,0.10031009,0.86754800,0.30787726,130.74205,36.38733,149.67192,0.46168,5.24488,1.47005,3.39024118e-02,1.61607309e-03
24.8966,0.37397490,0.10019339,0.86892109,0.30835077,130.95513,36.02371,149.97019,0.46015,5.24531,1.46892,3.39024118e-02,1.61607309e-03
24.9767,0.37043956,0.10007406,0.87028136,0.30882044,131.16485,35.65925,150.26554,0.45862,5.24574,1.46780,3.39024118e-02,1.61607309e-03
25.0567,0.36689890,0.09995210,0.87162881,0.30928627,131.37125,35.29397,150.55801,0.45709,5.24617,1.46668,3.39024118e-02,1.61607309e-03
25.1368,0.36335297,0.09982752,0.87296340,0.30974827,131.57438,34.92788,150.84768,0.45557,5.24659,1.46556,3.39024118e-02,1.61607309e-03
25.2168,0.35980184,0.09970032,0.87428511,0.31020644,131.77431,34.56101,151.13459,0.45404,5.24701,1.46445,3.39024118e-02,1.61607309e-03
25.2969,0.35624555,0.09957051,0.87559392,0.31066076,131.97107,34.19336,151.41879,0.45251,5.24743,1.46334,3.39024118e-02,1.61607309e-03
25.3769,0.35268415,0.09943810,0.87688982,0.31111123,132.16471,33.82497,151.70035,0.45099,5.24785,1.46224,3.39024118e-02,1.61607309e-03
25.4570,0.34911770,0.09930310,0.87817277,0.31155786,132.35530,33.45583,151.97931,0.44946,5.24827,1.46114,3.39024118e-02,1.61607309e-03
25.5370,0.34554625,0.09916552,0.87944277,0.31200064,132.54286,33.08598,152.25573,0.44794,5.24869,1.46004,3.39024118e-02,1.61607309e-03
25.6171,0.34196985,0.09902536,0.88069979,0.31243958,132.72745,32.71541,152.52965,0.44642,5.24910,1.45894,3.39024118e-02,1.61607309e-03
25.6971,0.33838855,0.09888263,0.88194380,0.31287466,132.90911,32.34416,152.80113,0.44490,5.24952,1.45785,3.39024118e-02,1.61607309e-03
25.7772,0.33480240,0.09873733,0.88317479,0.31330588,133.08789,31.97223,153.07022,0.44338,5.24993,1.45677,3.39024118e-02,1.61607309e-03
25.8572,0.33121146,0.09858948,0.88439275,0.31373325,133.26383,31.59963,153.33696,0.44186,5.25034,1.45568,3.39024118e-02,1.61607309e-03
25.9373,0.32761578,0.09843909,0.88559764,0.31415676,133.43697,31.22639,153.60139,0.44034,5.25074,1.45460,3.39024118e-02,1.61607309e-03
26.0173,0.32401541,0.09828615,0.88678945,0.31457640,133.60735,30.85251,153.86358,0.43882,5.25115,1.45353,3.39024118e-02,1.61607309e-03
26.0974,0.32041041,0.09813068,0.88796816,0.31499219,133.77501,30.47801,154.12356,0.43731,5.25156,1.45245,3.39024118e-02,1.61607309e-03
26.1775,0.31680082,0.09797269,0.88913376,0.31540411,133.94000,30.10291,154.38137,0.43579,5.25196,1.45138,3.39024118e-02,1.61607309e-03
26.2575,0.31318670,0.09781219,0.89028622,0.31581216,134.10235,29.72720,154.63707,0.43428,5.25236,1.45032,3.39024118e-02,1.61607309e-03
26.3376,0.30956811,0.09764917,0.89142552,0.31621634,134.26209,29.35092,154.89069,0.43277,5.25276,1.44925,3.39024118e-02,1.61607309e-03
26.4176,0.30594509,0.09748366,0.89255164,0.31661665,134.41927,28.97407,155.14227,0.43125,5.25316,1.44820,3.39024118e-02,1.61607309e-03
26.4977,0.30231769,0.09731566,0.89366458,0.31701309,134.57392,28.59665,155.39186,0.42974,5.25355,1.44714,3.39024118e-02,1.61607309e-03
26.5777,0.29868598,0.09714517,0.89476430,0.31740565,134.72607,28.21869,155.63950,0.42823,5.25395,1.44609,3.39024118e-02,1.61607309e-03
26.6578,0.29505000,0.09697221,0.89585079,0.31779434,134.87577,27.84020,155.88523,0.42672,5.25434,1.44504,3.39024118e-02,1.61607309e-03
26.7378,0.29140981,0.09679678,0.89692404,0.31817914,135.02304,27.46118,156.12909,0.42522,5.25473,1.44400,3.39024118e-02,1.61607309e-03
26.8179,0.28776546,0.09661889,0.89798403,0.31856007,135.16792,27.08165,156.37111,0.42371,5.25512,1.44296,3.39024118e-02,1.61607309e-03
26.8979,0.28411700,0.09643855,0.89903073,0.31893711,135.31043,26.70161,156.61133,0.42220,5.25551,1.44192,3.39024118e-02,1.61607309e-03
26.9780,0.28046449,0.09625577,0.90006413,0.31931027,135.45061,26.32109,156.84980,0.42070,5.25589,1.44088,3.39024118e-02,1.61607309e-03
27.0580,0.27680798,0.09607056,0.90108422,0.31967954,135.58850,25.94008,157.08654,0.41919,5.25628,1.43985,3.39024118e-02,1.61607309e-03
