document,object_name,object_type,label,source_path,shape_file
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,R2_LEFT_HDRM1_KEEPOUT,Part::Feature,R2_LEFT_HDRM1_KEEPOUT,,R2_LEFT_HDRM1_KEEPOUT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,R2_LEFT_HDRM2_KEEPOUT,Part::Feature,R2_LEFT_HDRM2_KEEPOUT,,R2_LEFT_HDRM2_KEEPOUT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,R2_RIGHT_ROOT_HINGE_KEEPOUT,Part::Feature,R2_RIGHT_ROOT_HINGE_KEEPOUT,,R2_RIGHT_ROOT_HINGE_KEEPOUT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,R2_RIGHT_INTER_HINGE2_KEEPOUT,Part::Feature,R2_RIGHT_INTER_HINGE2_KEEPOUT,,R2_RIGHT_INTER_HINGE2_KEEPOUT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,R2_RIGHT_INTER_HINGE3_KEEPOUT,Part::Feature,R2_RIGHT_INTER_HINGE3_KEEPOUT,,R2_RIGHT_INTER_HINGE3_KEEPOUT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,R2_RIGHT_HDRM1_KEEPOUT,Part::Feature,R2_RIGHT_HDRM1_KEEPOUT,,R2_RIGHT_HDRM1_KEEPOUT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,R2_RIGHT_HDRM2_KEEPOUT,Part::Feature,R2_RIGHT_HDRM2_KEEPOUT,,R2_RIGHT_HDRM2_KEEPOUT.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1\ecr_solar_array_r2\SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,WITNESS_BUS_PROXY,Part::Feature,WITNESS_BUS_PROXY,,WITNESS_BUS_PROXY.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_00_BUS_FEEDTHROUGH_AND_RISER,Part::Feature,RC-BUNDLE-SEG-00-BUS-FEEDTHROUGH-AND-RISER,,RC_BUNDLE_SEG_00_BUS_FEEDTHROUGH_AND_RISER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_01_J1_ANNULAR_SERVICE_LOOP,Part::Feature,RC-BUNDLE-SEG-01-J1-ANNULAR-SERVICE-LOOP,,RC_BUNDLE_SEG_01_J1_ANNULAR_SERVICE_LOOP.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,Part::Feature,RC-BUNDLE-SEG-02-J2-GUIDED-U-LOOP-AND-LINK2-CHANNEL,,RC_BUNDLE_SEG_02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_03_J3_CARRIER_HYBRID_WRAP,Part::Feature,RC-BUNDLE-SEG-03-J3-CARRIER-HYBRID-WRAP,,RC_BUNDLE_SEG_03_J3_CARRIER_HYBRID_WRAP.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,Part::Feature,RC-BUNDLE-SEG-04-J4-CHAINLESS-TROMBONE-EXTERNAL-ANNULAR-FOLLOWER,,RC_BUNDLE_SEG_04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_05_J5_WRIST_WRAP,Part::Feature,RC-BUNDLE-SEG-05-J5-WRIST-WRAP,,RC_BUNDLE_SEG_05_J5_WRIST_WRAP.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_06_J6_HELICAL_WRAP_AND_WRIST_RUN,Part::Feature,RC-BUNDLE-SEG-06-J6-HELICAL-WRAP-AND-WRIST-RUN,,RC_BUNDLE_SEG_06_J6_HELICAL_WRAP_AND_WRIST_RUN.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_07A_WRIST_TAIL_DATA,Part::Feature,RC-BUNDLE-SEG-07A-WRIST-TAIL-DATA,,RC_BUNDLE_SEG_07A_WRIST_TAIL_DATA.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BUNDLE_SEG_07B_WRIST_TAIL_POWER,Part::Feature,RC-BUNDLE-SEG-07B-WRIST-TAIL-POWER,,RC_BUNDLE_SEG_07B_WRIST_TAIL_POWER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_BUS_FT_BASE,Part::Feature,RC-CHN-BUS-FT-BASE,,RC_CHN_BUS_FT_BASE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_BUS_FT_WALL_A,Part::Feature,RC-CHN-BUS-FT-WALL-A,,RC_CHN_BUS_FT_WALL_A.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_BUS_FT_WALL_B,Part::Feature,RC-CHN-BUS-FT-WALL-B,,RC_CHN_BUS_FT_WALL_B.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_BUS_FT_LINER,Part::Feature,RC-CHN-BUS-FT-LINER,,RC_CHN_BUS_FT_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_BUS_FLANGE,Part::Feature,RC-BRK-BUS-FLANGE,,RC_BRK_BUS_FLANGE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_PLT_BUS_CONN,Part::Feature,RC-PLT-BUS-CONN,,RC_PLT_BUS_CONN.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_BUS_HN01,Part::Feature,RC-CLP-BUS-HN01,,RC_CLP_BUS_HN01.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_BUS_HN02,Part::Feature,RC-CLP-BUS-HN02,,RC_CLP_BUS_HN02.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_BASE_COLLAR,Part::Feature,RC-BRK-BASE-COLLAR,,RC_BRK_BASE_COLLAR.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_PLT_BASE_CONN,Part::Feature,RC-PLT-BASE-CONN,,RC_PLT_BASE_CONN.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_BUS_HN03,Part::Feature,RC-CLP-BUS-HN03,,RC_CLP_BUS_HN03.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_BUS_RISER,Part::Feature,RC-CLP-BUS-RISER,,RC_CLP_BUS_RISER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_J1_RISER,Part::Feature,RC-BRK-J1-RISER,,RC_BRK_J1_RISER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J1_ANNULUS_LOW,Part::Feature,RC-GDE-J1-ANNULUS-LOW,,RC_GDE_J1_ANNULUS_LOW.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J1_ANNULUS_UP,Part::Feature,RC-GDE-J1-ANNULUS-UP,,RC_GDE_J1_ANNULUS_UP.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J1_ANNULUS_WALL,Part::Feature,RC-GDE-J1-ANNULUS-WALL,,RC_GDE_J1_ANNULUS_WALL.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J1_LINER,Part::Feature,RC-GDE-J1-LINER,,RC_GDE_J1_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J1_RELIEF_A1,Part::Feature,RC-CLP-J1-RELIEF-A1,,RC_CLP_J1_RELIEF_A1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J1_RELIEF_B1,Part::Feature,RC-CLP-J1-RELIEF-B1,,RC_CLP_J1_RELIEF_B1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J1_RELIEF_A2,Part::Feature,RC-CLP-J1-RELIEF-A2,,RC_CLP_J1_RELIEF_A2.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J1_MOV,Part::Feature,RC-CLP-J1-MOV,,RC_CLP_J1_MOV.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_L1_01,Part::Feature,RC-CLP-L1-01,,RC_CLP_L1_01.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_BRK_L1_01,Part::Feature,RC-BRK-L1-01,,RC_BRK_L1_01.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J2_MANDREL,Part::Feature,RC-GDE-J2-MANDREL,,RC_GDE_J2_MANDREL.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J2_MANDREL_LINER,Part::Feature,RC-GDE-J2-MANDREL-LINER,,RC_GDE_J2_MANDREL_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J2_FIX,Part::Feature,RC-CLP-J2-FIX,,RC_CLP_J2_FIX.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J2_MOV,Part::Feature,RC-CLP-J2-MOV,,RC_CLP_J2_MOV.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L2_BASE,Part::Feature,RC-CHN-L2-BASE,,RC_CHN_L2_BASE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L2_WALL_A,Part::Feature,RC-CHN-L2-WALL-A,,RC_CHN_L2_WALL_A.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L2_WALL_B,Part::Feature,RC-CHN-L2-WALL-B,,RC_CHN_L2_WALL_B.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L2_LINER,Part::Feature,RC-CHN-L2-LINER,,RC_CHN_L2_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_L2_01,Part::Feature,RC-CLP-L2-01,,RC_CLP_L2_01.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_L2_02,Part::Feature,RC-CLP-L2-02,,RC_CLP_L2_02.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TRK_J3_RAIL,Part::Feature,RC-TRK-J3-RAIL,,RC_TRK_J3_RAIL.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TRK_J3_STOP_A,Part::Feature,RC-TRK-J3-STOP-A,,RC_TRK_J3_STOP_A.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TRK_J3_STOP_B,Part::Feature,RC-TRK-J3-STOP-B,,RC_TRK_J3_STOP_B.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CAR_J3_CARRIAGE,Part::Feature,RC-CAR-J3-CARRIAGE,,RC_CAR_J3_CARRIAGE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J3_MOV,Part::Feature,RC-CLP-J3-MOV,,RC_CLP_J3_MOV.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_E210_LINK_00,Part::Feature,RC-CHN-E210-LINK-00,,RC_CHN_E210_LINK_00.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_E210_LINK_01,Part::Feature,RC-CHN-E210-LINK-01,,RC_CHN_E210_LINK_01.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_E210_LINK_02,Part::Feature,RC-CHN-E210-LINK-02,,RC_CHN_E210_LINK_02.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_E210_LINK_03,Part::Feature,RC-CHN-E210-LINK-03,,RC_CHN_E210_LINK_03.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_E210_LINK_04,Part::Feature,RC-CHN-E210-LINK-04,,RC_CHN_E210_LINK_04.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_E210_LINK_05,Part::Feature,RC-CHN-E210-LINK-05,,RC_CHN_E210_LINK_05.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J3_SADDLE,Part::Feature,RC-GDE-J3-SADDLE,,RC_GDE_J3_SADDLE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J3_SADDLE_LINER,Part::Feature,RC-GDE-J3-SADDLE-LINER,,RC_GDE_J3_SADDLE_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J3_HOST_BOUNDARY,Part::Feature,RC-CLP-J3-HOST-BOUNDARY,,RC_CLP_J3_HOST_BOUNDARY.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L3_BASE,Part::Feature,RC-CHN-L3-BASE,,RC_CHN_L3_BASE.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L3_WALL_A,Part::Feature,RC-CHN-L3-WALL-A,,RC_CHN_L3_WALL_A.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L3_WALL_B,Part::Feature,RC-CHN-L3-WALL-B,,RC_CHN_L3_WALL_B.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CHN_L3_LINER,Part::Feature,RC-CHN-L3-LINER,,RC_CHN_L3_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_L3_01,Part::Feature,RC-CLP-L3-01,,RC_CLP_L3_01.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_L3_02,Part::Feature,RC-CLP-L3-02,,RC_CLP_L3_02.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_CLP_J4_FIX,Part::Feature,RC-CLP-J4-FIX,,RC_CLP_J4_FIX.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J4_FIXED_APPROACH,Part::Feature,RC-GDE-J4-FIXED-APPROACH,,RC_GDE_J4_FIXED_APPROACH.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_GDE_J4_FIXED_APPROACH_LINER,Part::Feature,RC-GDE-J4-FIXED-APPROACH-LINER,,RC_GDE_J4_FIXED_APPROACH_LINER.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_A_STAGE_1,Part::Feature,RC-TEL-J4-A-STAGE-1,,RC_TEL_J4_A_STAGE_1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_A_STAGE_2,Part::Feature,RC-TEL-J4-A-STAGE-2,,RC_TEL_J4_A_STAGE_2.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_A_STAGE_3,Part::Feature,RC-TEL-J4-A-STAGE-3,,RC_TEL_J4_A_STAGE_3.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_A_STAGE_4,Part::Feature,RC-TEL-J4-A-STAGE-4,,RC_TEL_J4_A_STAGE_4.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_B_STAGE_1,Part::Feature,RC-TEL-J4-B-STAGE-1,,RC_TEL_J4_B_STAGE_1.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_B_STAGE_2,Part::Feature,RC-TEL-J4-B-STAGE-2,,RC_TEL_J4_B_STAGE_2.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_B_STAGE_3,Part::Feature,RC-TEL-J4-B-STAGE-3,,RC_TEL_J4_B_STAGE_3.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\route_c\B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd,RC_TEL_J4_B_STAGE_4,Part::Feature,RC-TEL-J4-B-STAGE-4,,RC_TEL_J4_B_STAGE_4.Shape.brp
