pair_index,object_a,category_a,object_b,category_b,pair_class,policy,status,reason
154,A::gripper_left,A,A::link3,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
155,A::gripper_left,A,A::link4,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
156,A::gripper_left,A,A::link5,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
157,A::gripper_left,A,A::link6,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
158,A::gripper_left,A,C::SEG-00_BUS_FEEDTHROUGH_AND_RISER,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
159,A::gripper_left,A,C::SEG-01_J1_ANNULAR_SERVICE_LOOP,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
160,A::gripper_left,A,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
161,A::gripper_left,A,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
162,A::gripper_left,A,C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
163,A::gripper_left,A,C::SEG-05_J5_WRIST_WRAP,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
164,A::gripper_left,A,C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
165,A::gripper_left,A,C::SEG-07A_WRIST_TAIL_DATA,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
166,A::gripper_left,A,C::SEG-07B_WRIST_TAIL_POWER,C,A-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
167,A::gripper_left,A,F::BUS,F,A-F,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
168,A::gripper_left,A,F::LOAD_BRIDGE,F,A-F,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
169,A::gripper_left,A,F::M3R_STAGE_A,F,A-F,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
170,A::gripper_left,A,F::M3R_STAGE_B,F,A-F,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
171,A::gripper_left,A,R::RC-BRK-BASE-COLLAR,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
172,A::gripper_left,A,R::RC-BRK-BUS-FLANGE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
173,A::gripper_left,A,R::RC-BRK-J1-RISER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
174,A::gripper_left,A,R::RC-BRK-J4-ANN-MAIN-SPINE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
175,A::gripper_left,A,R::RC-BRK-J4-ANN-ROOT-NECK,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
176,A::gripper_left,A,R::RC-BRK-J4-ANN-SPINE-HUB,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
177,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
178,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
179,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
180,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
181,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-MID-POST,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
182,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
183,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
184,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
185,A::gripper_left,A,R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
186,A::gripper_left,A,R::RC-BRK-J4-RAIL-PAD-1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
187,A::gripper_left,A,R::RC-BRK-J4-RAIL-PAD-2,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
188,A::gripper_left,A,R::RC-BRK-J4-RAIL-PAD-3,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
189,A::gripper_left,A,R::RC-BRK-J4-RAIL-SPINE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
190,A::gripper_left,A,R::RC-BRK-J6-GUIDE-A,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
191,A::gripper_left,A,R::RC-BRK-J6-GUIDE-B,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
192,A::gripper_left,A,R::RC-BRK-L1-01,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
193,A::gripper_left,A,R::RC-CAR-J3-CARRIAGE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
194,A::gripper_left,A,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
195,A::gripper_left,A,R::RC-CAR-J4-TROMBONE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
196,A::gripper_left,A,R::RC-CHN-BUS-FT-BASE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
197,A::gripper_left,A,R::RC-CHN-BUS-FT-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
198,A::gripper_left,A,R::RC-CHN-BUS-FT-WALL-A,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
199,A::gripper_left,A,R::RC-CHN-BUS-FT-WALL-B,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
200,A::gripper_left,A,R::RC-CHN-E210-LINK-00,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
201,A::gripper_left,A,R::RC-CHN-E210-LINK-01,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
202,A::gripper_left,A,R::RC-CHN-E210-LINK-02,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
203,A::gripper_left,A,R::RC-CHN-E210-LINK-03,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
204,A::gripper_left,A,R::RC-CHN-E210-LINK-04,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
205,A::gripper_left,A,R::RC-CHN-E210-LINK-05,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
206,A::gripper_left,A,R::RC-CHN-L2-BASE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
207,A::gripper_left,A,R::RC-CHN-L2-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
208,A::gripper_left,A,R::RC-CHN-L2-WALL-A,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
209,A::gripper_left,A,R::RC-CHN-L2-WALL-B,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
210,A::gripper_left,A,R::RC-CHN-L3-BASE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
211,A::gripper_left,A,R::RC-CHN-L3-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
212,A::gripper_left,A,R::RC-CHN-L3-WALL-A,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
213,A::gripper_left,A,R::RC-CHN-L3-WALL-B,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
214,A::gripper_left,A,R::RC-CLP-BUS-HN01,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
215,A::gripper_left,A,R::RC-CLP-BUS-HN02,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
216,A::gripper_left,A,R::RC-CLP-BUS-HN03,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
217,A::gripper_left,A,R::RC-CLP-BUS-RISER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
218,A::gripper_left,A,R::RC-CLP-J1-MOV,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
219,A::gripper_left,A,R::RC-CLP-J1-RELIEF-A1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
220,A::gripper_left,A,R::RC-CLP-J1-RELIEF-A2,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
221,A::gripper_left,A,R::RC-CLP-J1-RELIEF-B1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
222,A::gripper_left,A,R::RC-CLP-J2-FIX,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
223,A::gripper_left,A,R::RC-CLP-J2-MOV,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
224,A::gripper_left,A,R::RC-CLP-J3-HOST-BOUNDARY,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
225,A::gripper_left,A,R::RC-CLP-J3-MOV,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
226,A::gripper_left,A,R::RC-CLP-J4-ANN-ENTRY,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
227,A::gripper_left,A,R::RC-CLP-J4-B,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
228,A::gripper_left,A,R::RC-CLP-J4-FIX,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
229,A::gripper_left,A,R::RC-CLP-J4-FOLLOWER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
230,A::gripper_left,A,R::RC-CLP-J5-FIX,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
231,A::gripper_left,A,R::RC-CLP-J5-MOV,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
232,A::gripper_left,A,R::RC-CLP-J6-FIX,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
233,A::gripper_left,A,R::RC-CLP-J6-MOV,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
234,A::gripper_left,A,R::RC-CLP-L1-01,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
235,A::gripper_left,A,R::RC-CLP-L2-01,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
236,A::gripper_left,A,R::RC-CLP-L2-02,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
237,A::gripper_left,A,R::RC-CLP-L3-01,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
238,A::gripper_left,A,R::RC-CLP-L3-02,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
239,A::gripper_left,A,R::RC-CLP-L4-01,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
240,A::gripper_left,A,R::RC-CONN-WR-D1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
241,A::gripper_left,A,R::RC-CONN-WR-P1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
242,A::gripper_left,A,R::RC-GDE-J1-ANNULUS-LOW,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
243,A::gripper_left,A,R::RC-GDE-J1-ANNULUS-UP,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
244,A::gripper_left,A,R::RC-GDE-J1-ANNULUS-WALL,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
245,A::gripper_left,A,R::RC-GDE-J1-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
246,A::gripper_left,A,R::RC-GDE-J2-MANDREL,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
247,A::gripper_left,A,R::RC-GDE-J2-MANDREL-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
248,A::gripper_left,A,R::RC-GDE-J3-SADDLE,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
249,A::gripper_left,A,R::RC-GDE-J3-SADDLE-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
250,A::gripper_left,A,R::RC-GDE-J4-ANNULAR-FOLLOWER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
251,A::gripper_left,A,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
252,A::gripper_left,A,R::RC-GDE-J4-B-TO-ANNULUS,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
253,A::gripper_left,A,R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
254,A::gripper_left,A,R::RC-GDE-J4-FIXED-APPROACH,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
255,A::gripper_left,A,R::RC-GDE-J4-FIXED-APPROACH-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
256,A::gripper_left,A,R::RC-GDE-J4-TROMBONE-U,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
257,A::gripper_left,A,R::RC-GDE-J4-TROMBONE-U-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
258,A::gripper_left,A,R::RC-GDE-J5-HIGH-BYPASS,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
259,A::gripper_left,A,R::RC-GDE-J5-HIGH-BYPASS-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
260,A::gripper_left,A,R::RC-GDE-J5-HIGH-RETURN,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
261,A::gripper_left,A,R::RC-GDE-J5-HIGH-RETURN-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
262,A::gripper_left,A,R::RC-GDE-J5-WRAP,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
263,A::gripper_left,A,R::RC-GDE-J5-WRAP-LINER,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
264,A::gripper_left,A,R::RC-GDE-J6-RING-0,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
265,A::gripper_left,A,R::RC-GDE-J6-RING-1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
266,A::gripper_left,A,R::RC-GDE-J6-RING-2,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
267,A::gripper_left,A,R::RC-GDE-J6-RING-3,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
268,A::gripper_left,A,R::RC-GSP-J5-HIGH-A6,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
269,A::gripper_left,A,R::RC-GSP-J5-HIGH-W2,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
270,A::gripper_left,A,R::RC-GSP-J5-HIGH-W3,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
271,A::gripper_left,A,R::RC-GSP-L4-HIGH-E1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
272,A::gripper_left,A,R::RC-GSP-L4-HIGH-E2,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
273,A::gripper_left,A,R::RC-PLT-BASE-CONN,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
274,A::gripper_left,A,R::RC-PLT-BUS-CONN,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
275,A::gripper_left,A,R::RC-PLT-WRIST-SPLIT,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
276,A::gripper_left,A,R::RC-SR-WRIST,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
277,A::gripper_left,A,R::RC-SR-WRIST-BOOT,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
278,A::gripper_left,A,R::RC-TEL-J4-A-STAGE-1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
279,A::gripper_left,A,R::RC-TEL-J4-A-STAGE-2,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
280,A::gripper_left,A,R::RC-TEL-J4-A-STAGE-3,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
281,A::gripper_left,A,R::RC-TEL-J4-A-STAGE-4,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
282,A::gripper_left,A,R::RC-TEL-J4-B-STAGE-1,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
283,A::gripper_left,A,R::RC-TEL-J4-B-STAGE-2,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
284,A::gripper_left,A,R::RC-TEL-J4-B-STAGE-3,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
285,A::gripper_left,A,R::RC-TEL-J4-B-STAGE-4,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
286,A::gripper_left,A,R::RC-TRK-J3-RAIL,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
287,A::gripper_left,A,R::RC-TRK-J3-STOP-A,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
288,A::gripper_left,A,R::RC-TRK-J3-STOP-B,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
289,A::gripper_left,A,R::RC-TRK-J4-STOP-NEG,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
290,A::gripper_left,A,R::RC-TRK-J4-STOP-POS,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
291,A::gripper_left,A,R::RC-TRK-J4-TROMBONE-RAIL,R,A-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
292,A::gripper_left,A,S::LEFT_LEAF_1,S,A-S,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
293,A::gripper_left,A,S::LEFT_LEAF_2,S,A-S,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
294,A::gripper_left,A,S::LEFT_LEAF_3,S,A-S,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
295,A::gripper_left,A,S::RIGHT_LEAF_1,S,A-S,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
296,A::gripper_left,A,S::RIGHT_LEAF_2,S,A-S,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
297,A::gripper_left,A,S::RIGHT_LEAF_3,S,A-S,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
298,A::gripper_link,A,A::gripper_right,A,A-A,EXCEPT_ADJACENT_JOINT,EXCEPTED,ONLY_LEGAL_PAIR_WIDE_EXCLUSION_FROM_PINNED_MECHANICAL_CONTRACT
299,A::gripper_link,A,A::link1,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
300,A::gripper_link,A,A::link2,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
301,A::gripper_link,A,A::link3,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
302,A::gripper_link,A,A::link4,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
303,A::gripper_link,A,A::link5,A,A-A,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
