sample_index,t_s,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad,joint1_dq_rad_s,joint2_dq_rad_s,joint3_dq_rad_s,joint4_dq_rad_s,joint5_dq_rad_s,joint6_dq_rad_s,joint1_ddq_rad_s2,joint2_ddq_rad_s2,joint3_ddq_rad_s2,joint4_ddq_rad_s2,joint5_ddq_rad_s2,joint6_ddq_rad_s2,segment_id,candidate_state,authority_class,released_for_mission_gate
57,0.5700000000000001,2.536069365555499,-2.931207223575697,-0.9960793311335459,-0.7184525525240431,-0.3658942400397229,-0.05230088883236388,-0.02380253005446907,0.00484998808791324,-0.006365607194418457,-0.001905339644061581,-0.0009140237028879537,0.0003031249791504674,-0.07916220008163577,0.01613003855179889,-0.02117066837905498,-0.006336758226185126,-0.0030398502630517,0.001008129816214456,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
58,0.58,2.535827362784017,-2.931157913247919,-0.996144050916682,-0.7184719243081946,-0.3659035330127301,-0.05229780692952028,-0.0245999571610842,0.005012471318024164,-0.006578866361207766,-0.00196917191214427,-0.0009446451231783037,0.00031328020527616,-0.08032195182695803,0.01636634881532458,-0.02148082549415445,-0.006429593776547859,-0.003084385049154877,0.001022899242944138,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
59,0.59,2.535577327880762,-2.93110696629818,-0.9962109187654096,-0.7184919390466481,-0.3659131344218073,-0.0522946227375599,-0.02540894372724928,0.005177309896116655,-0.006795216921168573,-0.00203392948927999,-0.0009757104298957291,0.0003235826410021367,-0.0814740944445968,0.01660110864792801,-0.02178894766936248,-0.006521820233146234,-0.003128627642661506,0.001037571767509842,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
60,0.6,2.535319145631349,-2.931054359250471,-0.9962799654919792,-0.7185126059620589,-0.3659230486912185,-0.05229133478922873,-0.02622941373527669,0.005344488332875982,-0.007014638544582224,-0.00209960629042175,-0.00100721670394011,0.0003340313182439157,-0.08261864265240058,0.01683432104850845,-0.022095038840733,-0.006613438774111326,-0.00317257860874102,0.001052147577343221,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
61,0.61,2.535052701580835,-2.931000068783528,-0.9963512217055405,-0.7185339342162911,-0.365933280216065,-0.05228794162694421,-0.02706129131465734,0.005513991168976413,-0.007237110941090622,-0.002166196242303876,-0.001039161031863024,0.0003446252707913323,-0.08375561116821793,0.01706598901596517,-0.02239910294431998,-0.006704450577574206,-0.003216238512562853,0.001066626859875927,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
62,0.62,2.534777882032246,-2.930944071730528,-0.9964247178125369,-0.7185559329105345,-0.365943833362342,-0.05228444180277654,-0.02790450074206059,0.005685802975081204,-0.007462613859696193,-0.002233693283441998,-0.00107154050586774,0.0003553635343085376,-0.08488501470989732,0.01729611554919745,-0.02270114391617735,-0.006794856821665946,-0.003259607919296434,0.00108100980253961,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
63,0.63,2.534494574045104,-2.930886345078794,-0.9965004840170982,-0.7185786110854238,-0.3659547124669949,-0.05228083387842989,-0.02875896644133431,0.005859908351842608,-0.007691127088761913,-0.002302091364133061,-0.001104352223809223,0.0003662451463339998,-0.08600686799528727,0.01752470364710455,-0.02300116569235905,-0.006884658684517617,-0.003302687394111197,0.001095296592765923,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
64,0.64,2.534202665433959,-2.93082686596949,-0.9965785503214351,-0.7186019777211547,-0.3659659218379758,-0.05227711642522367,-0.02962461298350486,0.006036291929901875,-0.0079226304560113,-0.00237138444645532,-0.001137593289194133,0.0003772691462805036,-0.08712118574223635,0.01775175630858574,-0.02329917220891906,-0.006973857344260295,-0.003345477502176576,0.001109487417986518,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
65,0.65,2.533902044766913,-2.930765611697327,-0.9966589465262317,-0.7186260417376032,-0.3659774657543002,-0.05227328802407379,-0.03050136508677706,0.006214938369889236,-0.008157103828528403,-0.00244156650426834,-0.001171260811180821,0.00038843457543515,-0.08822798266859301,0.0179772765325403,-0.0235951674019113,-0.007062453979025048,-0.003387978808662001,0.001123582465633047,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
66,0.66,2.533592601364151,-2.930702559710254,-0.9967417022310403,-0.7186508119944426,-0.3659893484661035,-0.05226934726547394,-0.03138914761653425,0.006395832362423925,-0.008394527112757816,-0.002512631523212999,-0.001205351904579338,0.0003997404769593566,-0.08932727349220582,0.01820126731786748,-0.02388915520738974,-0.007150449766942951,-0.003430191878736905,0.00113758192313716,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
67,0.67,2.533274225296469,-2.930637687609171,-0.9968268468346742,-0.7186762972912614,-0.3660015741946974,-0.0522652927494768,-0.0322878855853382,0.006578958628114159,-0.008634880254504665,-0.00258457350071148,-0.001239863689851423,0.0004111858958888573,-0.09041907293092327,0.01842373166346657,-0.02418113956140831,-0.007237845886145077,-0.003472117277570721,0.001151485977930511,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
68,0.68,2.532946807383798,-2.930570973147616,-0.9969144095356016,-0.7187025063676813,-0.3660141471326265,-0.05226112308567532,-0.03319750415292923,0.006764301917557161,-0.008878143238934631,-0.002657386445967285,-0.001274793293110513,0.0004227698791337031,-0.09150339570259387,0.01864467256823682,-0.02447112440002097,-0.007324643514762495,-0.003513755570332882,0.001165294817444751,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
69,0.6900000000000001,2.532610239193741,-2.930502394231475,-0.9970044193323392,-0.7187294479034751,-0.3660270714437248,-0.052256836893184,-0.03411792862622609,0.006951847011339132,-0.009124296090573913,-0.002731064379965219,-0.00131013784612174,0.0004344914754782609,-0.09258025652506616,0.01886409303107751,-0.02475911365928166,-0.007410843830926279,-0.003555107322192818,0.001179008629111531,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
70,0.7000000000000001,2.532264413040091,-2.930431928918676,-0.9970969050238457,-0.7187571305186843,-0.3660403512631722,-0.0522524328006201,-0.03504908445932605,0.007141578720035275,-0.009373318873309269,-0.002805601335471402,-0.001345894486301927,0.0004463497355812144,-0.09364967011618865,0.01908199605088791,-0.02504511127524434,-0.007496448012767502,-0.003596173098319964,0.001192627600362504,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
71,0.71,2.531909221981367,-2.930359555418893,-0.9971918952099155,-0.7187855627737368,-0.366053990697551,-0.05224790944608494,-0.03599089725350485,0.007333481884209785,-0.009625191690387985,-0.002880991357033263,-0.001382060356719594,0.0004583437119755637,-0.09471165119380984,0.01929838462656728,-0.02532912118396295,-0.007581457238417234,-0.00363695346388375,0.001206151918629321,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
72,0.72,2.531544559819339,-2.930285252093242,-0.9972894182915722,-0.718814753169565,-0.3660679938249025,-0.05224326547714513,-0.03694329275721672,0.007527541374415844,-0.009879894684417889,-0.002957228500979544,-0.001418632606094955,0.0004704724590686256,-0.09576621447577827,0.0195132617570149,-0.02561114732149145,-0.00766587268600655,-0.003677448984053611,0.001219581771343634,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
73,0.73,2.531170321097555,-2.930208997453986,-0.9973895024714625,-0.7188447101477234,-0.3660823646947833,-0.05223849955081385,-0.03790619686609441,0.007723742091195643,-0.01013740803736736,-0.003034306835420297,-0.001455608388799918,0.0004827350331420336,-0.09681337467994247,0.01972663044113004,-0.02589119362388377,-0.007749695533666521,-0.003717660223998977,0.001232917345937095,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
74,0.74,2.530786401099873,-2.930130770164231,-0.9974921757542494,-0.7188754420905067,-0.3660971073283223,-0.05223361033353205,-0.03887953562294907,0.007922068965080338,-0.0103977119705653,-0.003112220440246881,-0.001492984864858085,0.0004951304923517369,-0.09785314652415091,0.01993849367781196,-0.02616926402719387,-0.00783292695952822,-0.003757587748889282,0.001246158829841355,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
75,0.75,2.530392695848986,-2.930050549037629,-0.9975974659470059,-0.7189069573210672,-0.3661122257182767,-0.0522285965011498,-0.0398632352177704,0.0081225069565901,-0.01066078674470114,-0.00319096340713197,-0.001530759199944752,0.0005076578967280021,-0.09888554472625215,0.02014885446595994,-0.0264453624674757,-0.007915568141722716,-0.003797232123893958,0.001259306410488067,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
76,0.76,2.52998910210495,-2.929968313038076,-0.997705400659609,-0.718939264103533,-0.3661277238290885,-0.05222345673890746,-0.04085722198772658,0.008325041056234089,-0.01092661265982489,-0.003270529839529548,-0.00156892856538691,0.000520316308175412,-0.09991058400409468,0.02035771580447324,-0.02671949288078321,-0.007997620258381086,-0.003836593914182436,0.001272360275308882,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
77,0.77,2.529575517363716,-2.929884041279412,-0.9978160073051328,-0.7189723706431257,-0.3661436055969415,-0.052218189741417,-0.04186142241716426,0.00852965628451045,-0.01119517005534708,-0.003350913852674909,-0.001607490138163245,0.0005331047904728658,-0.1009282790755271,0.02056508069225114,-0.02699165920317035,-0.008079084487634402,-0.003875673684924153,0.001285320611735453,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
78,0.78,2.529151839855654,-2.929797713025125,-0.9979293131002421,-0.7190062850862778,-0.3661598749298177,-0.0522127942126432,-0.04287576313760858,0.008736337691906324,-0.01146643931003875,-0.003432109573584656,-0.001646441100904135,0.0005460224092735791,-0.1019386446583978,0.0207709521281929,-0.02726186537069105,-0.008159962007613732,-0.003914472001288535,0.00129818760719943,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
79,0.79,2.528717968544081,-2.929709307688046,-0.9980453450655868,-0.7190410155207513,-0.3661765357075532,-0.05220726886588496,-0.04390017092776317,0.00894507035889785,-0.01174040084203152,-0.003514111141056707,-0.001685778641891656,0.0005590682321050845,-0.1029416954705553,0.02097533311119779,-0.02753011531939928,-0.008240253996450149,-0.003952989428445018,0.001310961449132466,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
80,0.8,2.528273803123796,-2.92961880483005,-0.9981641300261944,-0.7190765699757548,-0.3661935917818955,-0.05220161242375653,-0.04493457271351014,0.009155839395950154,-0.01201703510881754,-0.003596912705670286,-0.001725499955059574,0.0005722413283692307,-0.1039374462298482,0.02117822664016508,-0.02779641298534897,-0.008319961632274726,-0.003991226531563033,0.001323642324966211,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
81,0.8100000000000001,2.527819244019599,-2.929526184161761,-0.9982856946118642,-0.7191129564220617,-0.3662110469765596,-0.05219582361816875,-0.04597889556791008,0.009368629943517356,-0.01229632260724948,-0.003680508429785932,-0.001765602239993353,0.0005855407693421832,-0.104925911654125,0.02137963571399404,-0.02806076230459409,-0.008399086093218539,-0.004029183875812014,0.001336230422132319,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
82,0.8200000000000001,2.527354192384824,-2.929431425542246,-0.9984100652575612,-0.7191501827721279,-0.3662289050872847,-0.05218990119031036,-0.04703306671120208,0.009583427172042571,-0.01257824387354058,-0.003764892487545492,-0.001806082701930149,0.0005989656281744239,-0.1059071064612342,0.02157956333158394,-0.02832316721318858,-0.008477628557412657,-0.004066862026361393,0.001348725928062442,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
83,0.8300000000000001,2.52687855009987,-2.929334508978719,-0.9985372682038088,-0.7191882568802098,-0.3662471698818905,-0.0521838438906292,-0.04809701351080371,0.009800216281957904,-0.0128627794832646,-0.003850059064872124,-0.001846938551758814,0.0006125149798907511,-0.1068810453690244,0.02177801249183406,-0.02858363164718639,-0.008555590202988154,-0.004104261548380603,0.00136112903018823,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
84,0.84,2.526392219770722,-2.929235414626238,-0.9986673294970834,-0.7192271865424816,-0.3662658451003341,-0.05217765047881348,-0.04917066348131099,0.01001898250368445,-0.01314991005135583,-0.003936002359470295,-0.001888167006019891,0.0006261879013902793,-0.107847743095344,0.02197498619364364,-0.02884215954264145,-0.008632972208076097,-0.004141383007039073,0.001373439915941335,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
85,0.85,2.525895104727484,-2.929134122787408,-0.9988002749902071,-0.7192669794971538,-0.3662849344547657,-0.05217131972377308,-0.05025394428449852,0.01023971109763231,-0.01343961623210914,-0.004022716580825791,-0.001929765286905624,0.000639983471446441,-0.1088072143580415,0.02217048743591198,-0.02909875483560773,-0.008709775750807567,-0.004178226967506239,0.00138565877275341,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
86,0.86,2.525387109022909,-2.92903061391208,-0.9989361303427422,-0.7193076434245903,-0.3663044416295864,-0.05216485040362075,-0.05134678372931925,0.01046238735420055,-0.01373187871917987,-0.004110195950205696,-0.001971730622259944,0.0006539007707069832,-0.1097594738749655,0.02236451921753833,-0.02935342146213917,-0.008786002009313626,-0.004214793994951531,0.001397785788056105,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
87,0.87,2.524868137430922,-2.928924868597051,-0.9990749210213841,-0.7193491859474268,-0.3663243702815035,-0.05215824130565339,-0.05244910977190472,0.01068699659377726,-0.01402667824558398,-0.004198434700658414,-0.002014060245578479,0.0006679388816939705,-0.1107045363639645,0.02255708453742197,-0.02960616335828973,-0.008861652161725355,-0.004251084654544384,0.001409821149281074,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
88,0.88,2.524338095445151,-2.928816867585763,-0.9992166723003552,-0.7193916146306885,-0.3663447240395877,-0.05215149122633333,-0.05356085051556495,0.01091352416673951,-0.01432399558369791,-0.004287427077013658,-0.002056751396008554,0.0006820968888037844,-0.111642416542887,0.02274818639446217,-0.02985698446011335,-0.008936727386173822,-0.00428709951145423,0.001421765043859968,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
89,0.89,2.523796889277455,-2.928706591768007,-0.9993614092617985,-0.7194349369819075,-0.3663655065053295,-0.05214459897126954,-0.05468193421078837,0.01114195545345335,-0.01462381154525867,-0.00437716733588245,-0.002099801318349185,0.0006963738783071217,-0.1125731291295816,0.02293782778755819,-0.03010588870366397,-0.0090112288607901,-0.004322839130850498,0.001433617659224438,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
90,0.9,2.523244425856454,-2.928594022179617,-0.9995091567961711,-0.7194791604512412,-0.3663867212526953,-0.05213756335519894,-0.055812289255242,0.01137227586427386,-0.0149261069813638,-0.004467649745657124,-0.002143207263051085,0.0007107689383489973,-0.1134966888418967,0.02312601171560932,-0.03035288002499556,-0.009085157763705264,-0.004358304077902625,0.001445379182806137,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
91,0.91,2.522680612826053,-2.928479140002176,-0.9996599396026381,-0.7195242924315897,-0.3664083718281847,-0.05213038320196758,-0.05695184419377122,0.01160447083954506,-0.01523086278247137,-0.004558868586511323,-0.002186966486216656,0.0007252811589487409,-0.1144131103976809,0.0233127411775148,-0.03059796236016205,-0.00915851527305038,-0.004393494917780039,0.001457049802036716,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
92,0.92,2.522105358543974,-2.928361926562713,-0.9998137821894656,-0.7195703402587136,-0.3664304617508864,-0.052123057344512,-0.05810052771839999,0.0118385258496,-0.0155380598784,-0.004650818150400002,-0.002231076249600001,0.0007399096319999999,-0.1153224085147826,0.02349801917217391,-0.03084113964521739,-0.009231302566956524,-0.004428412215652175,0.001468629704347826,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
93,0.93,2.521518572080284,-2.928242363333404,-0.9999707088744151,-0.7196173112113522,-0.3664529945125348,-0.05211558462484039,-0.05925826866833075,0.01207442639476071,-0.01584767923832885,-0.004743492741059426,-0.002275533820606913,0.0007546534512707379,-0.1162245979110504,0.02368184869848593,-0.03108241581621553,-0.009303520823554769,-0.004463056536688465,0.00148011907717112,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
94,0.9400000000000001,2.520920163215918,-2.92812043193127,-1.000130743785136,-0.7196652125113411,-0.3664759735775668,-0.05210796389401392,-0.0604249960299444,0.01231215800533823,-0.01615970187079763,-0.004836886674007175,-0.002320336472294883,0.0007695117124032353,-0.1171196933043329,0.02386423275535013,-0.03132179480921043,-0.009375171220976189,-0.004497428446058343,0.00149151810793825,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
95,0.9500000000000001,2.520310042441217,-2.927996114117882,-1.000293910859561,-0.7197140513237297,-0.3664994023831781,-0.05210019401212794,-0.0616006389368003,0.01255170624163256,-0.01647410882370657,-0.004930994276542131,-0.00236548148337309,0.000784483512914088,-0.1180077094124785,0.02404517434166576,-0.03155928056025604,-0.009446254937351852,-0.004531528508931238,0.001502826984080867,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
96,0.96,2.519688120954445,-2.927869391799054,-1.000460233846298,-0.7197638347568995,-0.3665232843393795,-0.05209227384829328,-0.06278512666963632,0.01279305669393271,-0.01679088118431643,-0.005025809887744494,-0.002410966138202414,0.0007995679521942094,-0.1188886609533357,0.0242246764563321,-0.03179487700540628,-0.00951677315081283,-0.004565357290476585,0.001514045893030623,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
97,0.97,2.519054310660327,-2.927740247024552,-1.000629736305024,-0.7198145698626817,-0.366547622829054,-0.05208420228061748,-0.06397838865636887,0.0130361949825167,-0.01711000007924855,-0.005121327858475776,-0.002456787726795428,0.0008147641315088297,-0.1197625626447531,0.02440274209824842,-0.03202858808071513,-0.009586727039490197,-0.004598915355863814,0.00152517502221917,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
98,0.98,2.518408524168571,-2.927608661987786,-1.00080244160688,-0.719866263636475,-0.3665724212080129,-0.05207597819618606,-0.06518035447209275,0.01328110675765151,-0.01743144667448478,-0.005217542551378791,-0.002502943544816396,0.0008300711539974946,-0.1206294292045792,0.024579374266314,-0.03226041772223651,-0.009656117781515027,-0.00463220327026236,0.00153621455907816,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
99,0.99,2.517750674792398,-2.927474619025513,-1.000978372934862,-0.7199189230173633,-0.3665976828050522,-0.05206760049104378,-0.06639095383908131,0.01352777769959314,-0.01775520217536751,-0.005314448340877671,-0.002549430893581278,0.0008454881246740666,-0.1214892753506625,0.02475457595942809,-0.0324903698660244,-0.009724946555018392,-0.004665221598841655,0.001547164691039244,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
