t_s,q1_deg,q2_deg,base_theta_deg,base_omega_dps,H_reaction_kgm2ps,ee_x_m,ee_z_m,clearance_min_m
13.6868,56.00420,-37.33613,-12.32830,1.25626,0.00797,0.64643,0.19523,0.48347
13.6988,55.92901,-37.28601,-12.31306,1.26984,0.00806,0.64666,0.19500,0.48366
13.7109,55.85305,-37.23537,-12.29765,1.28343,0.00814,0.64689,0.19478,0.48385
13.7229,55.77630,-37.18420,-12.28208,1.29703,0.00823,0.64713,0.19455,0.48405
13.7349,55.69878,-37.13252,-12.26634,1.31064,0.00832,0.64737,0.19433,0.48424
13.7469,55.62048,-37.08032,-12.25044,1.32427,0.00840,0.64761,0.19409,0.48444
13.7589,55.54139,-37.02760,-12.23438,1.33790,0.00849,0.64785,0.19386,0.48464
13.7709,55.46153,-36.97435,-12.21815,1.35154,0.00858,0.64809,0.19362,0.48484
13.7829,55.38089,-36.92059,-12.20176,1.36519,0.00866,0.64834,0.19338,0.48505
13.7949,55.29947,-36.86631,-12.18521,1.37885,0.00875,0.64859,0.19314,0.48525
13.8069,55.21727,-36.81152,-12.16849,1.39251,0.00884,0.64884,0.19290,0.48546
13.8189,55.13430,-36.75620,-12.15161,1.40618,0.00893,0.64909,0.19265,0.48567
13.8309,55.05055,-36.70037,-12.13456,1.41985,0.00901,0.64935,0.19240,0.48588
13.8429,54.96602,-36.64401,-12.11735,1.43352,0.00910,0.64960,0.19215,0.48609
13.8549,54.88072,-36.58715,-12.09997,1.44720,0.00919,0.64986,0.19190,0.48631
13.8669,54.79464,-36.52976,-12.08243,1.46087,0.00927,0.65012,0.19164,0.48652
13.8789,54.70779,-36.47186,-12.06473,1.47455,0.00936,0.65039,0.19138,0.48674
13.8909,54.62017,-36.41345,-12.04686,1.48823,0.00945,0.65065,0.19112,0.48696
13.9030,54.53177,-36.35452,-12.02883,1.50190,0.00953,0.65092,0.19086,0.48718
13.9150,54.44261,-36.29507,-12.01063,1.51558,0.00962,0.65119,0.19059,0.48740
13.9270,54.35267,-36.23512,-11.99227,1.52925,0.00971,0.65146,0.19032,0.48763
13.9390,54.26197,-36.17465,-11.97375,1.54291,0.00980,0.65173,0.19005,0.48785
13.9510,54.17050,-36.11367,-11.95506,1.55657,0.00988,0.65200,0.18978,0.48808
13.9630,54.07826,-36.05218,-11.93621,1.57022,0.00997,0.65228,0.18950,0.48831
13.9750,53.98526,-35.99018,-11.91719,1.58387,0.01006,0.65256,0.18922,0.48854
13.9870,53.89150,-35.92767,-11.89801,1.59751,0.01014,0.65284,0.18894,0.48877
13.9990,53.79697,-35.86465,-11.87867,1.61114,0.01023,0.65312,0.18865,0.48901
14.0110,53.70169,-35.80113,-11.85916,1.62476,0.01032,0.65340,0.18837,0.48924
14.0230,53.60564,-35.73710,-11.83949,1.63837,0.01040,0.65369,0.18808,0.48948
14.0350,53.50884,-35.67256,-11.81966,1.65197,0.01049,0.65397,0.18779,0.48972
14.0470,53.41128,-35.60752,-11.79966,1.66555,0.01058,0.65426,0.18749,0.48996
14.0590,53.31297,-35.54198,-11.77950,1.67913,0.01066,0.65455,0.18719,0.49020
14.0710,53.21391,-35.47594,-11.75918,1.69268,0.01075,0.65485,0.18689,0.49044
14.0830,53.11410,-35.40940,-11.73870,1.70623,0.01083,0.65514,0.18659,0.49069
14.0950,53.01354,-35.34236,-11.71805,1.71975,0.01092,0.65544,0.18629,0.49094
14.1071,52.91223,-35.27482,-11.69724,1.73326,0.01101,0.65573,0.18598,0.49119
14.1191,52.81018,-35.20678,-11.67627,1.74676,0.01109,0.65603,0.18567,0.49144
14.1311,52.70738,-35.13825,-11.65513,1.76023,0.01118,0.65633,0.18536,0.49169
14.1431,52.60385,-35.06923,-11.63384,1.77368,0.01126,0.65664,0.18504,0.49194
14.1551,52.49957,-34.99972,-11.61238,1.78712,0.01135,0.65694,0.18473,0.49219
14.1671,52.39456,-34.92971,-11.59077,1.80053,0.01144,0.65725,0.18441,0.49245
14.1791,52.28882,-34.85921,-11.56899,1.81392,0.01152,0.65755,0.18408,0.49271
14.1911,52.18235,-34.78823,-11.54705,1.82729,0.01161,0.65786,0.18376,0.49297
14.2031,52.07514,-34.71676,-11.52495,1.84063,0.01169,0.65817,0.18343,0.49323
14.2151,51.96721,-34.64481,-11.50269,1.85395,0.01178,0.65848,0.18310,0.49349
14.2271,51.85856,-34.57237,-11.48028,1.86724,0.01186,0.65880,0.18277,0.49375
14.2391,51.74918,-34.49945,-11.45770,1.88051,0.01194,0.65911,0.18243,0.49402
14.2511,51.63908,-34.42606,-11.43496,1.89375,0.01203,0.65943,0.18210,0.49428
14.2631,51.52827,-34.35218,-11.41207,1.90696,0.01211,0.65975,0.18176,0.49455
14.2751,51.41674,-34.27783,-11.38901,1.92014,0.01220,0.66006,0.18141,0.49482
14.2871,51.30450,-34.20300,-11.36580,1.93329,0.01228,0.66038,0.18107,0.49509
14.2991,51.19156,-34.12770,-11.34243,1.94641,0.01237,0.66071,0.18072,0.49536
14.3112,51.07790,-34.05194,-11.31891,1.95950,0.01245,0.66103,0.18037,0.49563
14.3232,50.96355,-33.97570,-11.29523,1.97255,0.01253,0.66135,0.18002,0.49590
14.3352,50.84849,-33.89899,-11.27139,1.98558,0.01261,0.66168,0.17966,0.49618
14.3472,50.73273,-33.82182,-11.24739,1.99856,0.01270,0.66201,0.17930,0.49646
14.3592,50.61628,-33.74419,-11.22324,2.01152,0.01278,0.66234,0.17894,0.49673
14.3712,50.49914,-33.66609,-11.19894,2.02443,0.01286,0.66267,0.17858,0.49701
14.3832,50.38131,-33.58754,-11.17448,2.03731,0.01294,0.66300,0.17822,0.49729
14.3952,50.26280,-33.50853,-11.14986,2.05016,0.01303,0.66333,0.17785,0.49757
14.4072,50.14360,-33.42907,-11.12509,2.06296,0.01311,0.66366,0.17748,0.49786
14.4192,50.02372,-33.34915,-11.10017,2.07572,0.01319,0.66400,0.17710,0.49814
14.4312,49.90317,-33.26878,-11.07510,2.08845,0.01327,0.66433,0.17673,0.49842
14.4432,49.78195,-33.18796,-11.04987,2.10113,0.01335,0.66467,0.17635,0.49871
14.4552,49.66005,-33.10670,-11.02449,2.11377,0.01343,0.66501,0.17597,0.49900
14.4672,49.53749,-33.02499,-10.99897,2.12637,0.01351,0.66535,0.17559,0.49929
14.4792,49.41427,-32.94284,-10.97329,2.13892,0.01359,0.66569,0.17520,0.49958
14.4912,49.29038,-32.86026,-10.94746,2.15143,0.01367,0.66603,0.17482,0.49987
14.5033,49.16584,-32.77723,-10.92148,2.16390,0.01375,0.66637,0.17443,0.50016
14.5153,49.04065,-32.69377,-10.89535,2.17631,0.01383,0.66671,0.17403,0.50045
14.5273,48.91481,-32.60988,-10.86907,2.18869,0.01391,0.66706,0.17364,0.50074
14.5393,48.78833,-32.52555,-10.84264,2.20101,0.01399,0.66740,0.17324,0.50104
14.5513,48.66120,-32.44080,-10.81607,2.21328,0.01407,0.66775,0.17284,0.50133
14.5633,48.53344,-32.35563,-10.78935,2.22551,0.01415,0.66810,0.17244,0.50163
14.5753,48.40504,-32.27003,-10.76249,2.23768,0.01422,0.66844,0.17203,0.50193
14.5873,48.27601,-32.18401,-10.73548,2.24980,0.01430,0.66879,0.17163,0.50223
14.5993,48.14636,-32.09757,-10.70832,2.26188,0.01438,0.66914,0.17122,0.50253
14.6113,48.01608,-32.01072,-10.68102,2.27389,0.01446,0.66949,0.17081,0.50283
14.6233,47.88518,-31.92345,-10.65358,2.28586,0.01453,0.66984,0.17039,0.50313
14.6353,47.75367,-31.83578,-10.62599,2.29777,0.01461,0.67020,0.16998,0.50343
14.6473,47.62155,-31.74770,-10.59826,2.30962,0.01468,0.67055,0.16956,0.50373
14.6593,47.48882,-31.65921,-10.57039,2.32142,0.01476,0.67090,0.16914,0.50404
14.6713,47.35548,-31.57032,-10.54238,2.33316,0.01483,0.67126,0.16871,0.50434
14.6833,47.22155,-31.48103,-10.51422,2.34485,0.01491,0.67161,0.16829,0.50465
14.6953,47.08703,-31.39135,-10.48593,2.35647,0.01498,0.67197,0.16786,0.50495
14.7074,46.95191,-31.30127,-10.45750,2.36804,0.01506,0.67232,0.16743,0.50526
14.7194,46.81620,-31.21080,-10.42893,2.37954,0.01513,0.67268,0.16699,0.50557
14.7314,46.67992,-31.11994,-10.40023,2.39099,0.01520,0.67303,0.16656,0.50588
14.7434,46.54305,-31.02870,-10.37138,2.40237,0.01528,0.67339,0.16612,0.50619
14.7554,46.40561,-30.93707,-10.34240,2.41369,0.01535,0.67375,0.16568,0.50650
14.7674,46.26760,-30.84507,-10.31329,2.42495,0.01542,0.67411,0.16524,0.50681
14.7794,46.12903,-30.75269,-10.28404,2.43614,0.01549,0.67447,0.16480,0.50712
14.7914,45.98989,-30.65993,-10.25466,2.44727,0.01556,0.67483,0.16435,0.50743
14.8034,45.85020,-30.56680,-10.22515,2.45833,0.01563,0.67519,0.16390,0.50775
14.8154,45.70996,-30.47331,-10.19550,2.46933,0.01570,0.67555,0.16345,0.50806
14.8274,45.56917,-30.37944,-10.16572,2.48026,0.01577,0.67591,0.16300,0.50837
14.8394,45.42783,-30.28522,-10.13581,2.49112,0.01584,0.67627,0.16254,0.50869
14.8514,45.28596,-30.19064,-10.10577,2.50191,0.01591,0.67663,0.16208,0.50900
14.8634,45.14355,-30.09570,-10.07561,2.51263,0.01598,0.67699,0.16162,0.50932
14.8754,45.00062,-30.00041,-10.04531,2.52328,0.01605,0.67736,0.16116,0.50964
14.8874,44.85715,-29.90477,-10.01489,2.53386,0.01612,0.67772,0.16070,0.50995
14.8994,44.71317,-29.80878,-9.98434,2.54437,0.01619,0.67808,0.16023,0.51027
14.9115,44.56868,-29.71245,-9.95367,2.55481,0.01625,0.67844,0.15976,0.51059
14.9235,44.42367,-29.61578,-9.92287,2.56517,0.01632,0.67881,0.15929,0.51091
14.9355,44.27815,-29.51877,-9.89195,2.57546,0.01638,0.67917,0.15882,0.51123
14.9475,44.13214,-29.42143,-9.86091,2.58567,0.01645,0.67953,0.15834,0.51155
14.9595,43.98563,-29.32375,-9.82974,2.59581,0.01651,0.67990,0.15787,0.51187
14.9715,43.83862,-29.22575,-9.79846,2.60587,0.01658,0.68026,0.15739,0.51219
14.9835,43.69113,-29.12742,-9.76705,2.61586,0.01664,0.68062,0.15691,0.51251
14.9955,43.54316,-29.02877,-9.73553,2.62577,0.01671,0.68099,0.15642,0.51283
15.0075,43.39471,-28.92981,-9.70388,2.63559,0.01677,0.68135,0.15594,0.51315
15.0195,43.24579,-28.83053,-9.67212,2.64534,0.01683,0.68171,0.15545,0.51347
15.0315,43.09640,-28.73094,-9.64025,2.65501,0.01689,0.68208,0.15496,0.51379
15.0435,42.94655,-28.63104,-9.60826,2.66460,0.01696,0.68244,0.15447,0.51412
15.0555,42.79625,-28.53083,-9.57615,2.67411,0.01702,0.68280,0.15398,0.51444
15.0675,42.64549,-28.43033,-9.54393,2.68353,0.01708,0.68317,0.15348,0.51476
15.0795,42.49428,-28.32952,-9.51160,2.69287,0.01714,0.68353,0.15298,0.51508
15.0915,42.34264,-28.22842,-9.47916,2.70213,0.01720,0.68389,0.15249,0.51541
15.1036,42.19055,-28.12703,-9.44661,2.71131,0.01726,0.68426,0.15198,0.51573
15.1156,42.03804,-28.02536,-9.41395,2.72040,0.01731,0.68462,0.15148,0.51605
15.1276,41.88510,-27.92340,-9.38118,2.72940,0.01737,0.68498,0.15098,0.51638
15.1396,41.73173,-27.82115,-9.34830,2.73832,0.01743,0.68534,0.15047,0.51670
15.1516,41.57795,-27.71864,-9.31532,2.74715,0.01749,0.68570,0.14996,0.51703
15.1636,41.42376,-27.61584,-9.28223,2.75589,0.01754,0.68607,0.14945,0.51735
15.1756,41.26917,-27.51278,-9.24904,2.76454,0.01760,0.68643,0.14894,0.51768
15.1876,41.11418,-27.40945,-9.21575,2.77311,0.01765,0.68679,0.14842,0.51800
15.1996,40.95879,-27.30586,-9.18235,2.78159,0.01771,0.68715,0.14791,0.51833
15.2116,40.80301,-27.20201,-9.14885,2.78997,0.01776,0.68751,0.14739,0.51865
15.2236,40.64685,-27.09790,-9.11526,2.79827,0.01781,0.68787,0.14687,0.51897
15.2356,40.49030,-26.99354,-9.08156,2.80647,0.01787,0.68823,0.14635,0.51930
15.2476,40.33339,-26.88893,-9.04777,2.81458,0.01792,0.68859,0.14582,0.51962
15.2596,40.17611,-26.78407,-9.01388,2.82260,0.01797,0.68894,0.14530,0.51995
15.2716,40.01846,-26.67898,-8.97990,2.83052,0.01802,0.68930,0.14477,0.52027
15.2836,39.86046,-26.57364,-8.94582,2.83835,0.01807,0.68966,0.14424,0.52060
15.2956,39.70211,-26.46807,-8.91165,2.84609,0.01812,0.69002,0.14371,0.52092
15.3077,39.54341,-26.36227,-8.87739,2.85373,0.01817,0.69037,0.14318,0.52125
15.3197,39.38437,-26.25625,-8.84304,2.86127,0.01822,0.69073,0.14265,0.52157
15.3317,39.22500,-26.15000,-8.80860,2.86872,0.01827,0.69108,0.14211,0.52190
15.3437,39.06529,-26.04353,-8.77407,2.87607,0.01831,0.69144,0.14158,0.52222
15.3557,38.90527,-25.93684,-8.73945,2.88332,0.01836,0.69179,0.14104,0.52254
15.3677,38.74492,-25.82995,-8.70475,2.89048,0.01841,0.69214,0.14050,0.52287
15.3797,38.58427,-25.72284,-8.66996,2.89754,0.01845,0.69250,0.13996,0.52319
15.3917,38.42330,-25.61553,-8.63509,2.90449,0.01850,0.69285,0.13942,0.52351
15.4037,38.26204,-25.50802,-8.60013,2.91135,0.01854,0.69320,0.13887,0.52384
15.4157,38.10048,-25.40032,-8.56510,2.91810,0.01858,0.69355,0.13833,0.52416
15.4277,37.93863,-25.29242,-8.52998,2.92476,0.01863,0.69390,0.13778,0.52448
15.4397,37.77649,-25.18433,-8.49479,2.93131,0.01867,0.69425,0.13723,0.52481
15.4517,37.61408,-25.07605,-8.45952,2.93776,0.01871,0.69459,0.13668,0.52513
15.4637,37.45139,-24.96760,-8.42417,2.94411,0.01875,0.69494,0.13613,0.52545
15.4757,37.28844,-24.85896,-8.38875,2.95036,0.01879,0.69529,0.13557,0.52577
15.4877,37.12523,-24.75015,-8.35326,2.95650,0.01883,0.69563,0.13502,0.52609
15.4997,36.96176,-24.64117,-8.31769,2.96253,0.01887,0.69598,0.13446,0.52641
15.5118,36.79804,-24.53203,-8.28205,2.96846,0.01891,0.69632,0.13391,0.52673
15.5238,36.63408,-24.42272,-8.24634,2.97429,0.01895,0.69666,0.13335,0.52705
15.5358,36.46988,-24.31325,-8.21056,2.98001,0.01898,0.69700,0.13279,0.52737
15.5478,36.30545,-24.20363,-8.17472,2.98563,0.01902,0.69734,0.13223,0.52769
15.5598,36.14079,-24.09386,-8.13880,2.99113,0.01906,0.69768,0.13166,0.52801
15.5718,35.97591,-23.98394,-8.10283,2.99653,0.01909,0.69802,0.13110,0.52833
15.5838,35.81082,-23.87388,-8.06679,3.00183,0.01912,0.69836,0.13053,0.52865
15.5958,35.64552,-23.76368,-8.03069,3.00701,0.01916,0.69869,0.12997,0.52897
15.6078,35.48001,-23.65334,-7.99452,3.01209,0.01919,0.69903,0.12940,0.52928
15.6198,35.31431,-23.54287,-7.95830,3.01705,0.01922,0.69936,0.12883,0.52960
15.6318,35.14842,-23.43228,-7.92202,3.02191,0.01925,0.69970,0.12826,0.52992
15.6438,34.98234,-23.32156,-7.88568,3.02666,0.01929,0.70003,0.12769,0.53023
15.6558,34.81609,-23.21072,-7.84929,3.03130,0.01932,0.70036,0.12712,0.53055
15.6678,34.64966,-23.09977,-7.81284,3.03582,0.01934,0.70069,0.12655,0.53086
15.6798,34.48306,-22.98871,-7.77634,3.04024,0.01937,0.70102,0.12597,0.53117
15.6918,34.31630,-22.87753,-7.73978,3.04454,0.01940,0.70134,0.12540,0.53149
15.7039,34.14939,-22.76626,-7.70318,3.04873,0.01943,0.70167,0.12482,0.53180
15.7159,33.98233,-22.65488,-7.66653,3.05281,0.01946,0.70199,0.12424,0.53211
15.7279,33.81512,-22.54341,-7.62983,3.05678,0.01948,0.70232,0.12367,0.53242
15.7399,33.64778,-22.43185,-7.59308,3.06063,0.01951,0.70264,0.12309,0.53273
15.7519,33.48030,-22.32020,-7.55629,3.06437,0.01953,0.70296,0.12251,0.53304
15.7639,33.31270,-22.20847,-7.51946,3.06799,0.01955,0.70328,0.12193,0.53335
15.7759,33.14499,-22.09666,-7.48258,3.07151,0.01958,0.70360,0.12134,0.53366
15.7879,32.97715,-21.98477,-7.44566,3.07490,0.01960,0.70391,0.12076,0.53397
15.7999,32.80922,-21.87281,-7.40871,3.07818,0.01962,0.70423,0.12018,0.53428
15.8119,32.64118,-21.76078,-7.37171,3.08135,0.01964,0.70454,0.11959,0.53458
15.8239,32.47304,-21.64869,-7.33468,3.08440,0.01966,0.70486,0.11901,0.53489
15.8359,32.30482,-21.53654,-7.29762,3.08734,0.01968,0.70517,0.11842,0.53519
15.8479,32.13651,-21.42434,-7.26052,3.09016,0.01970,0.70548,0.11784,0.53550
15.8599,31.96813,-21.31208,-7.22338,3.09286,0.01972,0.70579,0.11725,0.53580
15.8719,31.79967,-21.19978,-7.18622,3.09545,0.01973,0.70609,0.11666,0.53611
15.8839,31.63115,-21.08743,-7.14902,3.09791,0.01975,0.70640,0.11607,0.53641
15.8959,31.46257,-20.97505,-7.11180,3.10027,0.01976,0.70670,0.11548,0.53671
15.9080,31.29394,-20.86263,-7.07455,3.10250,0.01978,0.70701,0.11489,0.53701
15.9200,31.12526,-20.75017,-7.03728,3.10462,0.01979,0.70731,0.11430,0.53731
15.9320,30.95654,-20.63770,-6.99998,3.10662,0.01981,0.70761,0.11371,0.53761
15.9440,30.78779,-20.52519,-6.96266,3.10850,0.01982,0.70790,0.11312,0.53790
15.9560,30.61901,-20.41267,-6.92532,3.11026,0.01983,0.70820,0.11253,0.53820
15.9680,30.45021,-20.30014,-6.88796,3.11190,0.01984,0.70850,0.11193,0.53850
15.9800,30.28139,-20.18759,-6.85058,3.11342,0.01985,0.70879,0.11134,0.53879
15.9920,30.11256,-20.07504,-6.81318,3.11483,0.01986,0.70908,0.11075,0.53908
16.0040,29.94372,-19.96248,-6.77577,3.11612,0.01987,0.70937,0.11015,0.53937
16.0160,29.77489,-19.84993,-6.73834,3.11728,0.01988,0.70966,0.10956,0.53966
16.0280,29.60607,-19.73738,-6.70091,3.11833,0.01989,0.70995,0.10896,0.53995
16.0400,29.43726,-19.62484,-6.66346,3.11926,0.01989,0.71023,0.10837,0.54023
16.0520,29.26847,-19.51231,-6.62600,3.12006,0.01990,0.71052,0.10777,0.54052
16.0640,29.09970,-19.39980,-6.58853,3.12075,0.01990,0.71080,0.10717,0.54080
16.0760,28.93097,-19.28732,-6.55105,3.12132,0.01991,0.71108,0.10658,0.54108
16.0880,28.76228,-19.17485,-6.51357,3.12176,0.01991,0.71136,0.10598,0.54136
16.1001,28.59363,-19.06242,-6.47609,3.12209,0.01991,0.71164,0.10538,0.54164
16.1121,28.42504,-18.95002,-6.43860,3.12229,0.01991,0.71191,0.10479,0.54191
16.1241,28.25650,-18.83766,-6.40112,3.12238,0.01991,0.71219,0.10419,0.54219
16.1361,28.08802,-18.72535,-6.36363,3.12234,0.01991,0.71246,0.10359,0.54246
16.1481,27.91961,-18.61307,-6.32614,3.12218,0.01991,0.71273,0.10299,0.54273
16.1601,27.75128,-18.50085,-6.28866,3.12190,0.01991,0.71300,0.10239,0.54300
16.1721,27.58302,-18.38868,-6.25119,3.12150,0.01991,0.71327,0.10180,0.54327
16.1841,27.41486,-18.27657,-6.21372,3.12098,0.01991,0.71353,0.10120,0.54353
16.1961,27.24679,-18.16452,-6.17625,3.12034,0.01990,0.71379,0.10060,0.54379
16.2081,27.07881,-18.05254,-6.13880,3.11958,0.01990,0.71406,0.10000,0.54406
16.2201,26.91095,-17.94063,-6.10136,3.11869,0.01989,0.71432,0.09940,0.54432
16.2321,26.74319,-17.82879,-6.06393,3.11769,0.01989,0.71458,0.09880,0.54458
16.2441,26.57555,-17.71703,-6.02651,3.11656,0.01988,0.71483,0.09821,0.54483
16.2561,26.40803,-17.60535,-5.98911,3.11531,0.01987,0.71509,0.09761,0.54509
16.2681,26.24065,-17.49376,-5.95172,3.11394,0.01987,0.71534,0.09701,0.54534
16.2801,26.07339,-17.38226,-5.91435,3.11245,0.01986,0.71559,0.09641,0.54559
16.2921,25.90628,-17.27086,-5.87700,3.11084,0.01985,0.71584,0.09581,0.54584
16.3042,25.73932,-17.15955,-5.83967,3.10911,0.01984,0.71609,0.09522,0.54609
16.3162,25.57251,-17.04834,-5.80237,3.10725,0.01982,0.71634,0.09462,0.54634
16.3282,25.40586,-16.93724,-5.76509,3.10528,0.01981,0.71658,0.09402,0.54658
16.3402,25.23937,-16.82625,-5.72783,3.10318,0.01980,0.71682,0.09342,0.54682
16.3522,25.07306,-16.71537,-5.69060,3.10096,0.01979,0.71706,0.09283,0.54706
16.3642,24.90692,-16.60461,-5.65340,3.09862,0.01977,0.71730,0.09223,0.54730
16.3762,24.74097,-16.49398,-5.61623,3.09617,0.01976,0.71754,0.09163,0.54754
16.3882,24.57520,-16.38347,-5.57908,3.09359,0.01974,0.71777,0.09104,0.54777
16.4002,24.40963,-16.27309,-5.54197,3.09088,0.01972,0.71801,0.09044,0.54801
16.4122,24.24426,-16.16284,-5.50490,3.08806,0.01971,0.71824,0.08985,0.54824
16.4242,24.07910,-16.05273,-5.46786,3.08512,0.01969,0.71847,0.08925,0.54847
16.4362,23.91415,-15.94276,-5.43086,3.08206,0.01967,0.71870,0.08866,0.54870
16.4482,23.74941,-15.83294,-5.39389,3.07888,0.01965,0.71892,0.08806,0.54892
16.4602,23.58491,-15.72327,-5.35697,3.07557,0.01963,0.71915,0.08747,0.54915
16.4722,23.42063,-15.61375,-5.32008,3.07215,0.01961,0.71937,0.08688,0.54937
16.4842,23.25659,-15.50439,-5.28324,3.06861,0.01958,0.71959,0.08628,0.54959
16.4962,23.09279,-15.39519,-5.24644,3.06495,0.01956,0.71981,0.08569,0.54981
16.5083,22.92923,-15.28616,-5.20969,3.06117,0.01954,0.72003,0.08510,0.55003
16.5203,22.76593,-15.17729,-5.17298,3.05727,0.01951,0.72024,0.08451,0.55024
16.5323,22.60289,-15.06860,-5.13633,3.05325,0.01949,0.72045,0.08392,0.55045
16.5443,22.44012,-14.96008,-5.09972,3.04911,0.01946,0.72067,0.08333,0.55067
16.5563,22.27762,-14.85174,-5.06316,3.04486,0.01943,0.72088,0.08274,0.55088
16.5683,22.11539,-14.74359,-5.02666,3.04049,0.01941,0.72108,0.08215,0.55108
16.5803,21.95344,-14.63563,-4.99021,3.03599,0.01938,0.72129,0.08157,0.55129
16.5923,21.79178,-14.52786,-4.95381,3.03138,0.01935,0.72149,0.08098,0.55149
16.6043,21.63042,-14.42028,-4.91748,3.02666,0.01932,0.72170,0.08039,0.55170
16.6163,21.46936,-14.31290,-4.88120,3.02181,0.01929,0.72190,0.07981,0.55190
16.6283,21.30860,-14.20573,-4.84498,3.01685,0.01926,0.72209,0.07923,0.55209
16.6403,21.14815,-14.09876,-4.80882,3.01177,0.01922,0.72229,0.07864,0.55229
16.6523,20.98801,-13.99201,-4.77272,3.00658,0.01919,0.72249,0.07806,0.55249
16.6643,20.82820,-13.88547,-4.73669,3.00127,0.01916,0.72268,0.07748,0.55268
16.6763,20.66872,-13.77914,-4.70072,2.99584,0.01912,0.72287,0.07690,0.55287
16.6883,20.50957,-13.67304,-4.66482,2.99030,0.01909,0.72306,0.07632,0.55306
16.7004,20.35075,-13.56717,-4.62898,2.98464,0.01905,0.72325,0.07574,0.55325
16.7124,20.19228,-13.46152,-4.59322,2.97887,0.01902,0.72343,0.07516,0.55343
16.7244,20.03417,-13.35611,-4.55752,2.97299,0.01898,0.72361,0.07458,0.55361
16.7364,19.87640,-13.25093,-4.52190,2.96699,0.01894,0.72380,0.07401,0.55380
16.7484,19.71900,-13.14600,-4.48635,2.96087,0.01890,0.72398,0.07343,0.55398
16.7604,19.56196,-13.04131,-4.45088,2.95465,0.01886,0.72415,0.07286,0.55415
16.7724,19.40529,-12.93686,-4.41548,2.94831,0.01882,0.72433,0.07229,0.55433
16.7844,19.24900,-12.83267,-4.38016,2.94186,0.01878,0.72451,0.07172,0.55451
16.7964,19.09310,-12.72873,-4.34492,2.93529,0.01874,0.72468,0.07115,0.55468
16.8084,18.93758,-12.62505,-4.30976,2.92861,0.01870,0.72485,0.07058,0.55485
16.8204,18.78245,-12.52163,-4.27468,2.92183,0.01865,0.72502,0.07001,0.55502
16.8324,18.62772,-12.41848,-4.23969,2.91493,0.01861,0.72519,0.06944,0.55519
16.8444,18.47340,-12.31560,-4.20477,2.90792,0.01857,0.72535,0.06888,0.55535
16.8564,18.31948,-12.21299,-4.16995,2.90080,0.01852,0.72552,0.06831,0.55552
16.8684,18.16598,-12.11065,-4.13521,2.89357,0.01848,0.72568,0.06775,0.55568
16.8804,18.01290,-12.00860,-4.10055,2.88623,0.01843,0.72584,0.06719,0.55584
16.8924,17.86024,-11.90683,-4.06599,2.87879,0.01838,0.72600,0.06663,0.55600
16.9045,17.70801,-11.80534,-4.03152,2.87123,0.01833,0.72615,0.06607,0.55615
16.9165,17.55622,-11.70414,-3.99714,2.86357,0.01828,0.72631,0.06551,0.55631
16.9285,17.40486,-11.60324,-3.96285,2.85580,0.01824,0.72646,0.06496,0.55646
16.9405,17.25396,-11.50264,-3.92866,2.84793,0.01818,0.72661,0.06440,0.55661
16.9525,17.10350,-11.40233,-3.89456,2.83995,0.01813,0.72676,0.06385,0.55676
16.9645,16.95349,-11.30233,-3.86056,2.83186,0.01808,0.72691,0.06330,0.55691
16.9765,16.80395,-11.20263,-3.82666,2.82366,0.01803,0.72705,0.06275,0.55705
16.9885,16.65488,-11.10325,-3.79286,2.81537,0.01798,0.72720,0.06220,0.55720
17.0005,16.50627,-11.00418,-3.75916,2.80697,0.01792,0.72734,0.06165,0.55734
17.0125,16.35814,-10.90542,-3.72556,2.79846,0.01787,0.72748,0.06111,0.55748
17.0245,16.21049,-10.80699,-3.69207,2.78985,0.01782,0.72762,0.06056,0.55762
17.0365,16.06332,-10.70888,-3.65868,2.78114,0.01776,0.72776,0.06002,0.55776
17.0485,15.91664,-10.61110,-3.62539,2.77233,0.01770,0.72790,0.05948,0.55790
17.0605,15.77046,-10.51364,-3.59222,2.76342,0.01765,0.72803,0.05894,0.55803
17.0725,15.62478,-10.41652,-3.55915,2.75440,0.01759,0.72816,0.05840,0.55816
17.0845,15.47960,-10.31974,-3.52619,2.74529,0.01753,0.72829,0.05787,0.55829
17.0965,15.33494,-10.22329,-3.49334,2.73608,0.01747,0.72842,0.05733,0.55842
17.1086,15.19078,-10.12719,-3.46060,2.72677,0.01741,0.72855,0.05680,0.55855
17.1206,15.04715,-10.03143,-3.42797,2.71736,0.01735,0.72867,0.05627,0.55867
17.1326,14.90403,-9.93602,-3.39546,2.70785,0.01729,0.72880,0.05574,0.55880
17.1446,14.76145,-9.84097,-3.36307,2.69824,0.01723,0.72892,0.05522,0.55892
17.1566,14.61940,-9.74627,-3.33079,2.68854,0.01717,0.72904,0.05469,0.55904
17.1686,14.47788,-9.65192,-3.29863,2.67875,0.01711,0.72916,0.05417,0.55916
17.1806,14.33691,-9.55794,-3.26659,2.66886,0.01705,0.72928,0.05365,0.55928
17.1926,14.19648,-9.46432,-3.23466,2.65887,0.01698,0.72940,0.05313,0.55940
17.2046,14.05661,-9.37107,-3.20286,2.64879,0.01692,0.72951,0.05261,0.55951
17.2166,13.91729,-9.27819,-3.17118,2.63862,0.01685,0.72962,0.05209,0.55962
17.2286,13.77853,-9.18568,-3.13963,2.62836,0.01679,0.72973,0.05158,0.55973
