case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,clearance_threshold_m,base_limit_deg
C1303,target_debris_v0,3.0,0.005,0.5,2.0,0.8,0,0.1,5.0
C1304,target_debris_v0,3.0,0.005,0.5,2.0,0.8,1,0.1,5.0
C1305,target_debris_v0,3.0,0.005,0.5,2.0,1.0,0,0.1,5.0
C1306,target_debris_v0,3.0,0.005,0.5,2.0,1.0,1,0.1,5.0
C1307,target_debris_v0,3.0,0.005,0.5,2.0,1.2,0,0.1,5.0
C1308,target_debris_v0,3.0,0.005,0.5,2.0,1.2,1,0.1,5.0
C1309,target_debris_v0,3.0,0.005,0.5,3.0,0.8,0,0.1,5.0
C1310,target_debris_v0,3.0,0.005,0.5,3.0,0.8,1,0.1,5.0
C1311,target_debris_v0,3.0,0.005,0.5,3.0,1.0,0,0.1,5.0
C1312,target_debris_v0,3.0,0.005,0.5,3.0,1.0,1,0.1,5.0
C1313,target_debris_v0,3.0,0.005,0.5,3.0,1.2,0,0.1,5.0
C1314,target_debris_v0,3.0,0.005,0.5,3.0,1.2,1,0.1,5.0
C1315,target_debris_v0,3.0,0.005,1.0,1.0,0.8,0,0.1,5.0
C1316,target_debris_v0,3.0,0.005,1.0,1.0,0.8,1,0.1,5.0
C1317,target_debris_v0,3.0,0.005,1.0,1.0,1.0,0,0.1,5.0
C1318,target_debris_v0,3.0,0.005,1.0,1.0,1.0,1,0.1,5.0
C1319,target_debris_v0,3.0,0.005,1.0,1.0,1.2,0,0.1,5.0
C1320,target_debris_v0,3.0,0.005,1.0,1.0,1.2,1,0.1,5.0
C1321,target_debris_v0,3.0,0.005,1.0,2.0,0.8,0,0.1,5.0
C1322,target_debris_v0,3.0,0.005,1.0,2.0,0.8,1,0.1,5.0
C1323,target_debris_v0,3.0,0.005,1.0,2.0,1.0,0,0.1,5.0
C1324,target_debris_v0,3.0,0.005,1.0,2.0,1.0,1,0.1,5.0
C1325,target_debris_v0,3.0,0.005,1.0,2.0,1.2,0,0.1,5.0
C1326,target_debris_v0,3.0,0.005,1.0,2.0,1.2,1,0.1,5.0
C1327,target_debris_v0,3.0,0.005,1.0,3.0,0.8,0,0.1,5.0
C1328,target_debris_v0,3.0,0.005,1.0,3.0,0.8,1,0.1,5.0
C1329,target_debris_v0,3.0,0.005,1.0,3.0,1.0,0,0.1,5.0
C1330,target_debris_v0,3.0,0.005,1.0,3.0,1.0,1,0.1,5.0
C1331,target_debris_v0,3.0,0.005,1.0,3.0,1.2,0,0.1,5.0
C1332,target_debris_v0,3.0,0.005,1.0,3.0,1.2,1,0.1,5.0
C1333,target_debris_v0,3.0,0.005,1.5,1.0,0.8,0,0.1,5.0
C1334,target_debris_v0,3.0,0.005,1.5,1.0,0.8,1,0.1,5.0
C1335,target_debris_v0,3.0,0.005,1.5,1.0,1.0,0,0.1,5.0
C1336,target_debris_v0,3.0,0.005,1.5,1.0,1.0,1,0.1,5.0
C1337,target_debris_v0,3.0,0.005,1.5,1.0,1.2,0,0.1,5.0
C1338,target_debris_v0,3.0,0.005,1.5,1.0,1.2,1,0.1,5.0
C1339,target_debris_v0,3.0,0.005,1.5,2.0,0.8,0,0.1,5.0
C1340,target_debris_v0,3.0,0.005,1.5,2.0,0.8,1,0.1,5.0
C1341,target_debris_v0,3.0,0.005,1.5,2.0,1.0,0,0.1,5.0
C1342,target_debris_v0,3.0,0.005,1.5,2.0,1.0,1,0.1,5.0
C1343,target_debris_v0,3.0,0.005,1.5,2.0,1.2,0,0.1,5.0
C1344,target_debris_v0,3.0,0.005,1.5,2.0,1.2,1,0.1,5.0
C1345,target_debris_v0,3.0,0.005,1.5,3.0,0.8,0,0.1,5.0
C1346,target_debris_v0,3.0,0.005,1.5,3.0,0.8,1,0.1,5.0
C1347,target_debris_v0,3.0,0.005,1.5,3.0,1.0,0,0.1,5.0
C1348,target_debris_v0,3.0,0.005,1.5,3.0,1.0,1,0.1,5.0
C1349,target_debris_v0,3.0,0.005,1.5,3.0,1.2,0,0.1,5.0
C1350,target_debris_v0,3.0,0.005,1.5,3.0,1.2,1,0.1,5.0
C1351,target_debris_v0,3.0,0.01,0.5,1.0,0.8,0,0.1,5.0
C1352,target_debris_v0,3.0,0.01,0.5,1.0,0.8,1,0.1,5.0
C1353,target_debris_v0,3.0,0.01,0.5,1.0,1.0,0,0.1,5.0
C1354,target_debris_v0,3.0,0.01,0.5,1.0,1.0,1,0.1,5.0
C1355,target_debris_v0,3.0,0.01,0.5,1.0,1.2,0,0.1,5.0
C1356,target_debris_v0,3.0,0.01,0.5,1.0,1.2,1,0.1,5.0
C1357,target_debris_v0,3.0,0.01,0.5,2.0,0.8,0,0.1,5.0
C1358,target_debris_v0,3.0,0.01,0.5,2.0,0.8,1,0.1,5.0
C1359,target_debris_v0,3.0,0.01,0.5,2.0,1.0,0,0.1,5.0
C1360,target_debris_v0,3.0,0.01,0.5,2.0,1.0,1,0.1,5.0
C1361,target_debris_v0,3.0,0.01,0.5,2.0,1.2,0,0.1,5.0
C1362,target_debris_v0,3.0,0.01,0.5,2.0,1.2,1,0.1,5.0
C1363,target_debris_v0,3.0,0.01,0.5,3.0,0.8,0,0.1,5.0
C1364,target_debris_v0,3.0,0.01,0.5,3.0,0.8,1,0.1,5.0
C1365,target_debris_v0,3.0,0.01,0.5,3.0,1.0,0,0.1,5.0
C1366,target_debris_v0,3.0,0.01,0.5,3.0,1.0,1,0.1,5.0
C1367,target_debris_v0,3.0,0.01,0.5,3.0,1.2,0,0.1,5.0
C1368,target_debris_v0,3.0,0.01,0.5,3.0,1.2,1,0.1,5.0
C1369,target_debris_v0,3.0,0.01,1.0,1.0,0.8,0,0.1,5.0
C1370,target_debris_v0,3.0,0.01,1.0,1.0,0.8,1,0.1,5.0
C1371,target_debris_v0,3.0,0.01,1.0,1.0,1.0,0,0.1,5.0
C1372,target_debris_v0,3.0,0.01,1.0,1.0,1.0,1,0.1,5.0
C1373,target_debris_v0,3.0,0.01,1.0,1.0,1.2,0,0.1,5.0
C1374,target_debris_v0,3.0,0.01,1.0,1.0,1.2,1,0.1,5.0
C1375,target_debris_v0,3.0,0.01,1.0,2.0,0.8,0,0.1,5.0
C1376,target_debris_v0,3.0,0.01,1.0,2.0,0.8,1,0.1,5.0
C1377,target_debris_v0,3.0,0.01,1.0,2.0,1.0,0,0.1,5.0
C1378,target_debris_v0,3.0,0.01,1.0,2.0,1.0,1,0.1,5.0
C1379,target_debris_v0,3.0,0.01,1.0,2.0,1.2,0,0.1,5.0
C1380,target_debris_v0,3.0,0.01,1.0,2.0,1.2,1,0.1,5.0
C1381,target_debris_v0,3.0,0.01,1.0,3.0,0.8,0,0.1,5.0
C1382,target_debris_v0,3.0,0.01,1.0,3.0,0.8,1,0.1,5.0
C1383,target_debris_v0,3.0,0.01,1.0,3.0,1.0,0,0.1,5.0
C1384,target_debris_v0,3.0,0.01,1.0,3.0,1.0,1,0.1,5.0
C1385,target_debris_v0,3.0,0.01,1.0,3.0,1.2,0,0.1,5.0
C1386,target_debris_v0,3.0,0.01,1.0,3.0,1.2,1,0.1,5.0
C1387,target_debris_v0,3.0,0.01,1.5,1.0,0.8,0,0.1,5.0
C1388,target_debris_v0,3.0,0.01,1.5,1.0,0.8,1,0.1,5.0
C1389,target_debris_v0,3.0,0.01,1.5,1.0,1.0,0,0.1,5.0
C1390,target_debris_v0,3.0,0.01,1.5,1.0,1.0,1,0.1,5.0
C1391,target_debris_v0,3.0,0.01,1.5,1.0,1.2,0,0.1,5.0
C1392,target_debris_v0,3.0,0.01,1.5,1.0,1.2,1,0.1,5.0
C1393,target_debris_v0,3.0,0.01,1.5,2.0,0.8,0,0.1,5.0
C1394,target_debris_v0,3.0,0.01,1.5,2.0,0.8,1,0.1,5.0
C1395,target_debris_v0,3.0,0.01,1.5,2.0,1.0,0,0.1,5.0
C1396,target_debris_v0,3.0,0.01,1.5,2.0,1.0,1,0.1,5.0
C1397,target_debris_v0,3.0,0.01,1.5,2.0,1.2,0,0.1,5.0
C1398,target_debris_v0,3.0,0.01,1.5,2.0,1.2,1,0.1,5.0
C1399,target_debris_v0,3.0,0.01,1.5,3.0,0.8,0,0.1,5.0
C1400,target_debris_v0,3.0,0.01,1.5,3.0,0.8,1,0.1,5.0
C1401,target_debris_v0,3.0,0.01,1.5,3.0,1.0,0,0.1,5.0
C1402,target_debris_v0,3.0,0.01,1.5,3.0,1.0,1,0.1,5.0
C1403,target_debris_v0,3.0,0.01,1.5,3.0,1.2,0,0.1,5.0
C1404,target_debris_v0,3.0,0.01,1.5,3.0,1.2,1,0.1,5.0
C1405,target_debris_v0,3.0,0.02,0.5,1.0,0.8,0,0.1,5.0
C1406,target_debris_v0,3.0,0.02,0.5,1.0,0.8,1,0.1,5.0
C1407,target_debris_v0,3.0,0.02,0.5,1.0,1.0,0,0.1,5.0
C1408,target_debris_v0,3.0,0.02,0.5,1.0,1.0,1,0.1,5.0
C1409,target_debris_v0,3.0,0.02,0.5,1.0,1.2,0,0.1,5.0
C1410,target_debris_v0,3.0,0.02,0.5,1.0,1.2,1,0.1,5.0
C1411,target_debris_v0,3.0,0.02,0.5,2.0,0.8,0,0.1,5.0
C1412,target_debris_v0,3.0,0.02,0.5,2.0,0.8,1,0.1,5.0
C1413,target_debris_v0,3.0,0.02,0.5,2.0,1.0,0,0.1,5.0
C1414,target_debris_v0,3.0,0.02,0.5,2.0,1.0,1,0.1,5.0
C1415,target_debris_v0,3.0,0.02,0.5,2.0,1.2,0,0.1,5.0
C1416,target_debris_v0,3.0,0.02,0.5,2.0,1.2,1,0.1,5.0
C1417,target_debris_v0,3.0,0.02,0.5,3.0,0.8,0,0.1,5.0
C1418,target_debris_v0,3.0,0.02,0.5,3.0,0.8,1,0.1,5.0
C1419,target_debris_v0,3.0,0.02,0.5,3.0,1.0,0,0.1,5.0
C1420,target_debris_v0,3.0,0.02,0.5,3.0,1.0,1,0.1,5.0
C1421,target_debris_v0,3.0,0.02,0.5,3.0,1.2,0,0.1,5.0
C1422,target_debris_v0,3.0,0.02,0.5,3.0,1.2,1,0.1,5.0
C1423,target_debris_v0,3.0,0.02,1.0,1.0,0.8,0,0.1,5.0
C1424,target_debris_v0,3.0,0.02,1.0,1.0,0.8,1,0.1,5.0
C1425,target_debris_v0,3.0,0.02,1.0,1.0,1.0,0,0.1,5.0
C1426,target_debris_v0,3.0,0.02,1.0,1.0,1.0,1,0.1,5.0
C1427,target_debris_v0,3.0,0.02,1.0,1.0,1.2,0,0.1,5.0
C1428,target_debris_v0,3.0,0.02,1.0,1.0,1.2,1,0.1,5.0
C1429,target_debris_v0,3.0,0.02,1.0,2.0,0.8,0,0.1,5.0
C1430,target_debris_v0,3.0,0.02,1.0,2.0,0.8,1,0.1,5.0
C1431,target_debris_v0,3.0,0.02,1.0,2.0,1.0,0,0.1,5.0
C1432,target_debris_v0,3.0,0.02,1.0,2.0,1.0,1,0.1,5.0
C1433,target_debris_v0,3.0,0.02,1.0,2.0,1.2,0,0.1,5.0
C1434,target_debris_v0,3.0,0.02,1.0,2.0,1.2,1,0.1,5.0
C1435,target_debris_v0,3.0,0.02,1.0,3.0,0.8,0,0.1,5.0
C1436,target_debris_v0,3.0,0.02,1.0,3.0,0.8,1,0.1,5.0
C1437,target_debris_v0,3.0,0.02,1.0,3.0,1.0,0,0.1,5.0
C1438,target_debris_v0,3.0,0.02,1.0,3.0,1.0,1,0.1,5.0
C1439,target_debris_v0,3.0,0.02,1.0,3.0,1.2,0,0.1,5.0
C1440,target_debris_v0,3.0,0.02,1.0,3.0,1.2,1,0.1,5.0
C1441,target_debris_v0,3.0,0.02,1.5,1.0,0.8,0,0.1,5.0
C1442,target_debris_v0,3.0,0.02,1.5,1.0,0.8,1,0.1,5.0
C1443,target_debris_v0,3.0,0.02,1.5,1.0,1.0,0,0.1,5.0
C1444,target_debris_v0,3.0,0.02,1.5,1.0,1.0,1,0.1,5.0
C1445,target_debris_v0,3.0,0.02,1.5,1.0,1.2,0,0.1,5.0
C1446,target_debris_v0,3.0,0.02,1.5,1.0,1.2,1,0.1,5.0
C1447,target_debris_v0,3.0,0.02,1.5,2.0,0.8,0,0.1,5.0
C1448,target_debris_v0,3.0,0.02,1.5,2.0,0.8,1,0.1,5.0
C1449,target_debris_v0,3.0,0.02,1.5,2.0,1.0,0,0.1,5.0
C1450,target_debris_v0,3.0,0.02,1.5,2.0,1.0,1,0.1,5.0
C1451,target_debris_v0,3.0,0.02,1.5,2.0,1.2,0,0.1,5.0
C1452,target_debris_v0,3.0,0.02,1.5,2.0,1.2,1,0.1,5.0
C1453,target_debris_v0,3.0,0.02,1.5,3.0,0.8,0,0.1,5.0
C1454,target_debris_v0,3.0,0.02,1.5,3.0,0.8,1,0.1,5.0
C1455,target_debris_v0,3.0,0.02,1.5,3.0,1.0,0,0.1,5.0
C1456,target_debris_v0,3.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C1457,target_debris_v0,3.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C1458,target_debris_v0,3.0,0.02,1.5,3.0,1.2,1,0.1,5.0
C1459,target_debris_v0,5.0,0.005,0.5,1.0,0.8,0,0.1,5.0
C1460,target_debris_v0,5.0,0.005,0.5,1.0,0.8,1,0.1,5.0
C1461,target_debris_v0,5.0,0.005,0.5,1.0,1.0,0,0.1,5.0
C1462,target_debris_v0,5.0,0.005,0.5,1.0,1.0,1,0.1,5.0
C1463,target_debris_v0,5.0,0.005,0.5,1.0,1.2,0,0.1,5.0
C1464,target_debris_v0,5.0,0.005,0.5,1.0,1.2,1,0.1,5.0
C1465,target_debris_v0,5.0,0.005,0.5,2.0,0.8,0,0.1,5.0
C1466,target_debris_v0,5.0,0.005,0.5,2.0,0.8,1,0.1,5.0
C1467,target_debris_v0,5.0,0.005,0.5,2.0,1.0,0,0.1,5.0
C1468,target_debris_v0,5.0,0.005,0.5,2.0,1.0,1,0.1,5.0
C1469,target_debris_v0,5.0,0.005,0.5,2.0,1.2,0,0.1,5.0
C1470,target_debris_v0,5.0,0.005,0.5,2.0,1.2,1,0.1,5.0
C1471,target_debris_v0,5.0,0.005,0.5,3.0,0.8,0,0.1,5.0
C1472,target_debris_v0,5.0,0.005,0.5,3.0,0.8,1,0.1,5.0
C1473,target_debris_v0,5.0,0.005,0.5,3.0,1.0,0,0.1,5.0
C1474,target_debris_v0,5.0,0.005,0.5,3.0,1.0,1,0.1,5.0
C1475,target_debris_v0,5.0,0.005,0.5,3.0,1.2,0,0.1,5.0
C1476,target_debris_v0,5.0,0.005,0.5,3.0,1.2,1,0.1,5.0
C1477,target_debris_v0,5.0,0.005,1.0,1.0,0.8,0,0.1,5.0
C1478,target_debris_v0,5.0,0.005,1.0,1.0,0.8,1,0.1,5.0
C1479,target_debris_v0,5.0,0.005,1.0,1.0,1.0,0,0.1,5.0
C1480,target_debris_v0,5.0,0.005,1.0,1.0,1.0,1,0.1,5.0
C1481,target_debris_v0,5.0,0.005,1.0,1.0,1.2,0,0.1,5.0
C1482,target_debris_v0,5.0,0.005,1.0,1.0,1.2,1,0.1,5.0
C1483,target_debris_v0,5.0,0.005,1.0,2.0,0.8,0,0.1,5.0
C1484,target_debris_v0,5.0,0.005,1.0,2.0,0.8,1,0.1,5.0
C1485,target_debris_v0,5.0,0.005,1.0,2.0,1.0,0,0.1,5.0
C1486,target_debris_v0,5.0,0.005,1.0,2.0,1.0,1,0.1,5.0
C1487,target_debris_v0,5.0,0.005,1.0,2.0,1.2,0,0.1,5.0
C1488,target_debris_v0,5.0,0.005,1.0,2.0,1.2,1,0.1,5.0
C1489,target_debris_v0,5.0,0.005,1.0,3.0,0.8,0,0.1,5.0
C1490,target_debris_v0,5.0,0.005,1.0,3.0,0.8,1,0.1,5.0
C1491,target_debris_v0,5.0,0.005,1.0,3.0,1.0,0,0.1,5.0
C1492,target_debris_v0,5.0,0.005,1.0,3.0,1.0,1,0.1,5.0
C1493,target_debris_v0,5.0,0.005,1.0,3.0,1.2,0,0.1,5.0
C1494,target_debris_v0,5.0,0.005,1.0,3.0,1.2,1,0.1,5.0
C1495,target_debris_v0,5.0,0.005,1.5,1.0,0.8,0,0.1,5.0
C1496,target_debris_v0,5.0,0.005,1.5,1.0,0.8,1,0.1,5.0
C1497,target_debris_v0,5.0,0.005,1.5,1.0,1.0,0,0.1,5.0
C1498,target_debris_v0,5.0,0.005,1.5,1.0,1.0,1,0.1,5.0
C1499,target_debris_v0,5.0,0.005,1.5,1.0,1.2,0,0.1,5.0
C1500,target_debris_v0,5.0,0.005,1.5,1.0,1.2,1,0.1,5.0
C1501,target_debris_v0,5.0,0.005,1.5,2.0,0.8,0,0.1,5.0
C1502,target_debris_v0,5.0,0.005,1.5,2.0,0.8,1,0.1,5.0
C1503,target_debris_v0,5.0,0.005,1.5,2.0,1.0,0,0.1,5.0
C1504,target_debris_v0,5.0,0.005,1.5,2.0,1.0,1,0.1,5.0
C1505,target_debris_v0,5.0,0.005,1.5,2.0,1.2,0,0.1,5.0
C1506,target_debris_v0,5.0,0.005,1.5,2.0,1.2,1,0.1,5.0
C1507,target_debris_v0,5.0,0.005,1.5,3.0,0.8,0,0.1,5.0
C1508,target_debris_v0,5.0,0.005,1.5,3.0,0.8,1,0.1,5.0
C1509,target_debris_v0,5.0,0.005,1.5,3.0,1.0,0,0.1,5.0
C1510,target_debris_v0,5.0,0.005,1.5,3.0,1.0,1,0.1,5.0
C1511,target_debris_v0,5.0,0.005,1.5,3.0,1.2,0,0.1,5.0
C1512,target_debris_v0,5.0,0.005,1.5,3.0,1.2,1,0.1,5.0
C1513,target_debris_v0,5.0,0.01,0.5,1.0,0.8,0,0.1,5.0
C1514,target_debris_v0,5.0,0.01,0.5,1.0,0.8,1,0.1,5.0
C1515,target_debris_v0,5.0,0.01,0.5,1.0,1.0,0,0.1,5.0
C1516,target_debris_v0,5.0,0.01,0.5,1.0,1.0,1,0.1,5.0
C1517,target_debris_v0,5.0,0.01,0.5,1.0,1.2,0,0.1,5.0
C1518,target_debris_v0,5.0,0.01,0.5,1.0,1.2,1,0.1,5.0
C1519,target_debris_v0,5.0,0.01,0.5,2.0,0.8,0,0.1,5.0
C1520,target_debris_v0,5.0,0.01,0.5,2.0,0.8,1,0.1,5.0
C1521,target_debris_v0,5.0,0.01,0.5,2.0,1.0,0,0.1,5.0
C1522,target_debris_v0,5.0,0.01,0.5,2.0,1.0,1,0.1,5.0
C1523,target_debris_v0,5.0,0.01,0.5,2.0,1.2,0,0.1,5.0
C1524,target_debris_v0,5.0,0.01,0.5,2.0,1.2,1,0.1,5.0
C1525,target_debris_v0,5.0,0.01,0.5,3.0,0.8,0,0.1,5.0
C1526,target_debris_v0,5.0,0.01,0.5,3.0,0.8,1,0.1,5.0
C1527,target_debris_v0,5.0,0.01,0.5,3.0,1.0,0,0.1,5.0
C1528,target_debris_v0,5.0,0.01,0.5,3.0,1.0,1,0.1,5.0
C1529,target_debris_v0,5.0,0.01,0.5,3.0,1.2,0,0.1,5.0
C1530,target_debris_v0,5.0,0.01,0.5,3.0,1.2,1,0.1,5.0
C1531,target_debris_v0,5.0,0.01,1.0,1.0,0.8,0,0.1,5.0
C1532,target_debris_v0,5.0,0.01,1.0,1.0,0.8,1,0.1,5.0
C1533,target_debris_v0,5.0,0.01,1.0,1.0,1.0,0,0.1,5.0
C1534,target_debris_v0,5.0,0.01,1.0,1.0,1.0,1,0.1,5.0
C1535,target_debris_v0,5.0,0.01,1.0,1.0,1.2,0,0.1,5.0
C1536,target_debris_v0,5.0,0.01,1.0,1.0,1.2,1,0.1,5.0
C1537,target_debris_v0,5.0,0.01,1.0,2.0,0.8,0,0.1,5.0
C1538,target_debris_v0,5.0,0.01,1.0,2.0,0.8,1,0.1,5.0
C1539,target_debris_v0,5.0,0.01,1.0,2.0,1.0,0,0.1,5.0
C1540,target_debris_v0,5.0,0.01,1.0,2.0,1.0,1,0.1,5.0
C1541,target_debris_v0,5.0,0.01,1.0,2.0,1.2,0,0.1,5.0
C1542,target_debris_v0,5.0,0.01,1.0,2.0,1.2,1,0.1,5.0
C1543,target_debris_v0,5.0,0.01,1.0,3.0,0.8,0,0.1,5.0
C1544,target_debris_v0,5.0,0.01,1.0,3.0,0.8,1,0.1,5.0
C1545,target_debris_v0,5.0,0.01,1.0,3.0,1.0,0,0.1,5.0
C1546,target_debris_v0,5.0,0.01,1.0,3.0,1.0,1,0.1,5.0
C1547,target_debris_v0,5.0,0.01,1.0,3.0,1.2,0,0.1,5.0
C1548,target_debris_v0,5.0,0.01,1.0,3.0,1.2,1,0.1,5.0
C1549,target_debris_v0,5.0,0.01,1.5,1.0,0.8,0,0.1,5.0
C1550,target_debris_v0,5.0,0.01,1.5,1.0,0.8,1,0.1,5.0
C1551,target_debris_v0,5.0,0.01,1.5,1.0,1.0,0,0.1,5.0
C1552,target_debris_v0,5.0,0.01,1.5,1.0,1.0,1,0.1,5.0
C1553,target_debris_v0,5.0,0.01,1.5,1.0,1.2,0,0.1,5.0
C1554,target_debris_v0,5.0,0.01,1.5,1.0,1.2,1,0.1,5.0
C1555,target_debris_v0,5.0,0.01,1.5,2.0,0.8,0,0.1,5.0
C1556,target_debris_v0,5.0,0.01,1.5,2.0,0.8,1,0.1,5.0
C1557,target_debris_v0,5.0,0.01,1.5,2.0,1.0,0,0.1,5.0
C1558,target_debris_v0,5.0,0.01,1.5,2.0,1.0,1,0.1,5.0
C1559,target_debris_v0,5.0,0.01,1.5,2.0,1.2,0,0.1,5.0
C1560,target_debris_v0,5.0,0.01,1.5,2.0,1.2,1,0.1,5.0
C1561,target_debris_v0,5.0,0.01,1.5,3.0,0.8,0,0.1,5.0
C1562,target_debris_v0,5.0,0.01,1.5,3.0,0.8,1,0.1,5.0
C1563,target_debris_v0,5.0,0.01,1.5,3.0,1.0,0,0.1,5.0
C1564,target_debris_v0,5.0,0.01,1.5,3.0,1.0,1,0.1,5.0
C1565,target_debris_v0,5.0,0.01,1.5,3.0,1.2,0,0.1,5.0
C1566,target_debris_v0,5.0,0.01,1.5,3.0,1.2,1,0.1,5.0
C1567,target_debris_v0,5.0,0.02,0.5,1.0,0.8,0,0.1,5.0
C1568,target_debris_v0,5.0,0.02,0.5,1.0,0.8,1,0.1,5.0
C1569,target_debris_v0,5.0,0.02,0.5,1.0,1.0,0,0.1,5.0
C1570,target_debris_v0,5.0,0.02,0.5,1.0,1.0,1,0.1,5.0
C1571,target_debris_v0,5.0,0.02,0.5,1.0,1.2,0,0.1,5.0
C1572,target_debris_v0,5.0,0.02,0.5,1.0,1.2,1,0.1,5.0
C1573,target_debris_v0,5.0,0.02,0.5,2.0,0.8,0,0.1,5.0
C1574,target_debris_v0,5.0,0.02,0.5,2.0,0.8,1,0.1,5.0
C1575,target_debris_v0,5.0,0.02,0.5,2.0,1.0,0,0.1,5.0
C1576,target_debris_v0,5.0,0.02,0.5,2.0,1.0,1,0.1,5.0
C1577,target_debris_v0,5.0,0.02,0.5,2.0,1.2,0,0.1,5.0
C1578,target_debris_v0,5.0,0.02,0.5,2.0,1.2,1,0.1,5.0
C1579,target_debris_v0,5.0,0.02,0.5,3.0,0.8,0,0.1,5.0
C1580,target_debris_v0,5.0,0.02,0.5,3.0,0.8,1,0.1,5.0
C1581,target_debris_v0,5.0,0.02,0.5,3.0,1.0,0,0.1,5.0
C1582,target_debris_v0,5.0,0.02,0.5,3.0,1.0,1,0.1,5.0
C1583,target_debris_v0,5.0,0.02,0.5,3.0,1.2,0,0.1,5.0
C1584,target_debris_v0,5.0,0.02,0.5,3.0,1.2,1,0.1,5.0
C1585,target_debris_v0,5.0,0.02,1.0,1.0,0.8,0,0.1,5.0
C1586,target_debris_v0,5.0,0.02,1.0,1.0,0.8,1,0.1,5.0
C1587,target_debris_v0,5.0,0.02,1.0,1.0,1.0,0,0.1,5.0
C1588,target_debris_v0,5.0,0.02,1.0,1.0,1.0,1,0.1,5.0
C1589,target_debris_v0,5.0,0.02,1.0,1.0,1.2,0,0.1,5.0
C1590,target_debris_v0,5.0,0.02,1.0,1.0,1.2,1,0.1,5.0
C1591,target_debris_v0,5.0,0.02,1.0,2.0,0.8,0,0.1,5.0
C1592,target_debris_v0,5.0,0.02,1.0,2.0,0.8,1,0.1,5.0
C1593,target_debris_v0,5.0,0.02,1.0,2.0,1.0,0,0.1,5.0
C1594,target_debris_v0,5.0,0.02,1.0,2.0,1.0,1,0.1,5.0
C1595,target_debris_v0,5.0,0.02,1.0,2.0,1.2,0,0.1,5.0
C1596,target_debris_v0,5.0,0.02,1.0,2.0,1.2,1,0.1,5.0
C1597,target_debris_v0,5.0,0.02,1.0,3.0,0.8,0,0.1,5.0
C1598,target_debris_v0,5.0,0.02,1.0,3.0,0.8,1,0.1,5.0
C1599,target_debris_v0,5.0,0.02,1.0,3.0,1.0,0,0.1,5.0
C1600,target_debris_v0,5.0,0.02,1.0,3.0,1.0,1,0.1,5.0
C1601,target_debris_v0,5.0,0.02,1.0,3.0,1.2,0,0.1,5.0
C1602,target_debris_v0,5.0,0.02,1.0,3.0,1.2,1,0.1,5.0
C1603,target_debris_v0,5.0,0.02,1.5,1.0,0.8,0,0.1,5.0
C1604,target_debris_v0,5.0,0.02,1.5,1.0,0.8,1,0.1,5.0
C1605,target_debris_v0,5.0,0.02,1.5,1.0,1.0,0,0.1,5.0
C1606,target_debris_v0,5.0,0.02,1.5,1.0,1.0,1,0.1,5.0
C1607,target_debris_v0,5.0,0.02,1.5,1.0,1.2,0,0.1,5.0
C1608,target_debris_v0,5.0,0.02,1.5,1.0,1.2,1,0.1,5.0
C1609,target_debris_v0,5.0,0.02,1.5,2.0,0.8,0,0.1,5.0
C1610,target_debris_v0,5.0,0.02,1.5,2.0,0.8,1,0.1,5.0
C1611,target_debris_v0,5.0,0.02,1.5,2.0,1.0,0,0.1,5.0
C1612,target_debris_v0,5.0,0.02,1.5,2.0,1.0,1,0.1,5.0
C1613,target_debris_v0,5.0,0.02,1.5,2.0,1.2,0,0.1,5.0
C1614,target_debris_v0,5.0,0.02,1.5,2.0,1.2,1,0.1,5.0
C1615,target_debris_v0,5.0,0.02,1.5,3.0,0.8,0,0.1,5.0
C1616,target_debris_v0,5.0,0.02,1.5,3.0,0.8,1,0.1,5.0
C1617,target_debris_v0,5.0,0.02,1.5,3.0,1.0,0,0.1,5.0
C1618,target_debris_v0,5.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C1619,target_debris_v0,5.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C1620,target_debris_v0,5.0,0.02,1.5,3.0,1.2,1,0.1,5.0
