pair_id,object_a,object_b,in_required_universe,exclusion_rule,policy_state,required_clearance_mm,verdict
121,A::base_link,R::RC-GSP-J5-HIGH-W2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
122,A::base_link,R::RC-GSP-J5-HIGH-W3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
123,A::base_link,R::RC-GSP-L4-HIGH-E1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
124,A::base_link,R::RC-GSP-L4-HIGH-E2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
125,A::base_link,R::RC-PLT-BASE-CONN,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
126,A::base_link,R::RC-PLT-BUS-CONN,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
127,A::base_link,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
128,A::base_link,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
129,A::base_link,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
130,A::base_link,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
131,A::base_link,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
132,A::base_link,R::RC-TEL-J4-A-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
133,A::base_link,R::RC-TEL-J4-A-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
134,A::base_link,R::RC-TEL-J4-B-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
135,A::base_link,R::RC-TEL-J4-B-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
136,A::base_link,R::RC-TEL-J4-B-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
137,A::base_link,R::RC-TEL-J4-B-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
138,A::base_link,R::RC-TRK-J3-RAIL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
139,A::base_link,R::RC-TRK-J3-STOP-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
140,A::base_link,R::RC-TRK-J3-STOP-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
141,A::base_link,R::RC-TRK-J4-STOP-NEG,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
142,A::base_link,R::RC-TRK-J4-STOP-POS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
143,A::base_link,R::RC-TRK-J4-TROMBONE-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
144,A::base_link,S::LEFT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
145,A::base_link,S::LEFT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
146,A::base_link,S::LEFT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
147,A::base_link,S::RIGHT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
148,A::base_link,S::RIGHT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
149,A::base_link,S::RIGHT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
150,A::gripper_left,A::gripper_link,false,ADJ-02,EXCLUDED_ADJACENT_JOINT,,EXCLUDED
151,A::gripper_left,A::gripper_right,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
152,A::gripper_left,A::link1,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
153,A::gripper_left,A::link2,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
154,A::gripper_left,A::link3,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
155,A::gripper_left,A::link4,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
156,A::gripper_left,A::link5,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
157,A::gripper_left,A::link6,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
158,A::gripper_left,C::SEG-00_BUS_FEEDTHROUGH_AND_RISER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
159,A::gripper_left,C::SEG-01_J1_ANNULAR_SERVICE_LOOP,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
160,A::gripper_left,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
161,A::gripper_left,C::SEG-03_J3_CARRIER_HYBRID_WRAP,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
162,A::gripper_left,C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
163,A::gripper_left,C::SEG-05_J5_WRIST_WRAP,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
164,A::gripper_left,C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
165,A::gripper_left,C::SEG-07A_WRIST_TAIL_DATA,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
166,A::gripper_left,C::SEG-07B_WRIST_TAIL_POWER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
167,A::gripper_left,F::BUS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
168,A::gripper_left,F::LOAD_BRIDGE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
169,A::gripper_left,F::M3R_STAGE_A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
170,A::gripper_left,F::M3R_STAGE_B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
171,A::gripper_left,R::RC-BRK-BASE-COLLAR,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
172,A::gripper_left,R::RC-BRK-BUS-FLANGE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
173,A::gripper_left,R::RC-BRK-J1-RISER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
174,A::gripper_left,R::RC-BRK-J4-ANN-MAIN-SPINE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
175,A::gripper_left,R::RC-BRK-J4-ANN-ROOT-NECK,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
176,A::gripper_left,R::RC-BRK-J4-ANN-SPINE-HUB,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
177,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
178,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
179,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
180,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
181,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-MID-POST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
182,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
183,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
184,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
185,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
186,A::gripper_left,R::RC-BRK-J4-RAIL-PAD-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
187,A::gripper_left,R::RC-BRK-J4-RAIL-PAD-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
188,A::gripper_left,R::RC-BRK-J4-RAIL-PAD-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
189,A::gripper_left,R::RC-BRK-J4-RAIL-SPINE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
190,A::gripper_left,R::RC-BRK-J6-GUIDE-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
191,A::gripper_left,R::RC-BRK-J6-GUIDE-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
192,A::gripper_left,R::RC-BRK-L1-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
193,A::gripper_left,R::RC-CAR-J3-CARRIAGE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
194,A::gripper_left,R::RC-CAR-J4-FOLLOWER-TROLLEY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
195,A::gripper_left,R::RC-CAR-J4-TROMBONE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
196,A::gripper_left,R::RC-CHN-BUS-FT-BASE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
197,A::gripper_left,R::RC-CHN-BUS-FT-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
198,A::gripper_left,R::RC-CHN-BUS-FT-WALL-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
199,A::gripper_left,R::RC-CHN-BUS-FT-WALL-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
200,A::gripper_left,R::RC-CHN-E210-LINK-00,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
201,A::gripper_left,R::RC-CHN-E210-LINK-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
202,A::gripper_left,R::RC-CHN-E210-LINK-02,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
203,A::gripper_left,R::RC-CHN-E210-LINK-03,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
204,A::gripper_left,R::RC-CHN-E210-LINK-04,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
205,A::gripper_left,R::RC-CHN-E210-LINK-05,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
206,A::gripper_left,R::RC-CHN-L2-BASE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
207,A::gripper_left,R::RC-CHN-L2-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
208,A::gripper_left,R::RC-CHN-L2-WALL-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
209,A::gripper_left,R::RC-CHN-L2-WALL-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
210,A::gripper_left,R::RC-CHN-L3-BASE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
211,A::gripper_left,R::RC-CHN-L3-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
212,A::gripper_left,R::RC-CHN-L3-WALL-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
213,A::gripper_left,R::RC-CHN-L3-WALL-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
214,A::gripper_left,R::RC-CLP-BUS-HN01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
215,A::gripper_left,R::RC-CLP-BUS-HN02,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
216,A::gripper_left,R::RC-CLP-BUS-HN03,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
217,A::gripper_left,R::RC-CLP-BUS-RISER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
218,A::gripper_left,R::RC-CLP-J1-MOV,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
219,A::gripper_left,R::RC-CLP-J1-RELIEF-A1,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
220,A::gripper_left,R::RC-CLP-J1-RELIEF-A2,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
221,A::gripper_left,R::RC-CLP-J1-RELIEF-B1,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
222,A::gripper_left,R::RC-CLP-J2-FIX,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
223,A::gripper_left,R::RC-CLP-J2-MOV,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
224,A::gripper_left,R::RC-CLP-J3-HOST-BOUNDARY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
225,A::gripper_left,R::RC-CLP-J3-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
226,A::gripper_left,R::RC-CLP-J4-ANN-ENTRY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
227,A::gripper_left,R::RC-CLP-J4-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
228,A::gripper_left,R::RC-CLP-J4-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
229,A::gripper_left,R::RC-CLP-J4-FOLLOWER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
230,A::gripper_left,R::RC-CLP-J5-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
231,A::gripper_left,R::RC-CLP-J5-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
232,A::gripper_left,R::RC-CLP-J6-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
233,A::gripper_left,R::RC-CLP-J6-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
234,A::gripper_left,R::RC-CLP-L1-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
235,A::gripper_left,R::RC-CLP-L2-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
236,A::gripper_left,R::RC-CLP-L2-02,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
237,A::gripper_left,R::RC-CLP-L3-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
238,A::gripper_left,R::RC-CLP-L3-02,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
239,A::gripper_left,R::RC-CLP-L4-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
240,A::gripper_left,R::RC-CONN-WR-D1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
