case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,visibility_ratio,capture_window_s,reach_time_s,base_peak_deg,v_max_m_s,post_capture_rate_dps,clearance_min_m,result,failure_reason
C0678,target_satellite_v0,5.0,0.005,1.0,2.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0679,target_satellite_v0,5.0,0.005,1.0,3.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0680,target_satellite_v0,5.0,0.005,1.0,3.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0681,target_satellite_v0,5.0,0.005,1.0,3.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0682,target_satellite_v0,5.0,0.005,1.0,3.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0683,target_satellite_v0,5.0,0.005,1.0,3.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0684,target_satellite_v0,5.0,0.005,1.0,3.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0685,target_satellite_v0,5.0,0.005,1.5,1.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0686,target_satellite_v0,5.0,0.005,1.5,1.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0687,target_satellite_v0,5.0,0.005,1.5,1.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0688,target_satellite_v0,5.0,0.005,1.5,1.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0689,target_satellite_v0,5.0,0.005,1.5,1.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0690,target_satellite_v0,5.0,0.005,1.5,1.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0691,target_satellite_v0,5.0,0.005,1.5,2.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0692,target_satellite_v0,5.0,0.005,1.5,2.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0693,target_satellite_v0,5.0,0.005,1.5,2.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0694,target_satellite_v0,5.0,0.005,1.5,2.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0695,target_satellite_v0,5.0,0.005,1.5,2.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0696,target_satellite_v0,5.0,0.005,1.5,2.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,INERTIA_UNCERTAINTY_FAIL
C0697,target_satellite_v0,5.0,0.005,1.5,3.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0698,target_satellite_v0,5.0,0.005,1.5,3.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0699,target_satellite_v0,5.0,0.005,1.5,3.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0700,target_satellite_v0,5.0,0.005,1.5,3.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0701,target_satellite_v0,5.0,0.005,1.5,3.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0702,target_satellite_v0,5.0,0.005,1.5,3.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0703,target_satellite_v0,5.0,0.01,0.5,1.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0704,target_satellite_v0,5.0,0.01,0.5,1.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0705,target_satellite_v0,5.0,0.01,0.5,1.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0706,target_satellite_v0,5.0,0.01,0.5,1.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0707,target_satellite_v0,5.0,0.01,0.5,1.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0708,target_satellite_v0,5.0,0.01,0.5,1.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0709,target_satellite_v0,5.0,0.01,0.5,2.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0710,target_satellite_v0,5.0,0.01,0.5,2.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0711,target_satellite_v0,5.0,0.01,0.5,2.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0712,target_satellite_v0,5.0,0.01,0.5,2.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0713,target_satellite_v0,5.0,0.01,0.5,2.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0714,target_satellite_v0,5.0,0.01,0.5,2.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0715,target_satellite_v0,5.0,0.01,0.5,3.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0716,target_satellite_v0,5.0,0.01,0.5,3.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0717,target_satellite_v0,5.0,0.01,0.5,3.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0718,target_satellite_v0,5.0,0.01,0.5,3.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0719,target_satellite_v0,5.0,0.01,0.5,3.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0720,target_satellite_v0,5.0,0.01,0.5,3.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0721,target_satellite_v0,5.0,0.01,1.0,1.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0722,target_satellite_v0,5.0,0.01,1.0,1.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0723,target_satellite_v0,5.0,0.01,1.0,1.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0724,target_satellite_v0,5.0,0.01,1.0,1.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0725,target_satellite_v0,5.0,0.01,1.0,1.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0726,target_satellite_v0,5.0,0.01,1.0,1.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0727,target_satellite_v0,5.0,0.01,1.0,2.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0728,target_satellite_v0,5.0,0.01,1.0,2.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0729,target_satellite_v0,5.0,0.01,1.0,2.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0730,target_satellite_v0,5.0,0.01,1.0,2.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0731,target_satellite_v0,5.0,0.01,1.0,2.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0732,target_satellite_v0,5.0,0.01,1.0,2.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0733,target_satellite_v0,5.0,0.01,1.0,3.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0734,target_satellite_v0,5.0,0.01,1.0,3.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0735,target_satellite_v0,5.0,0.01,1.0,3.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0736,target_satellite_v0,5.0,0.01,1.0,3.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0737,target_satellite_v0,5.0,0.01,1.0,3.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0738,target_satellite_v0,5.0,0.01,1.0,3.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0739,target_satellite_v0,5.0,0.01,1.5,1.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0740,target_satellite_v0,5.0,0.01,1.5,1.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0741,target_satellite_v0,5.0,0.01,1.5,1.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0742,target_satellite_v0,5.0,0.01,1.5,1.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0743,target_satellite_v0,5.0,0.01,1.5,1.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0744,target_satellite_v0,5.0,0.01,1.5,1.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0745,target_satellite_v0,5.0,0.01,1.5,2.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0746,target_satellite_v0,5.0,0.01,1.5,2.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0747,target_satellite_v0,5.0,0.01,1.5,2.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0748,target_satellite_v0,5.0,0.01,1.5,2.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0749,target_satellite_v0,5.0,0.01,1.5,2.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0750,target_satellite_v0,5.0,0.01,1.5,2.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0751,target_satellite_v0,5.0,0.01,1.5,3.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0752,target_satellite_v0,5.0,0.01,1.5,3.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0753,target_satellite_v0,5.0,0.01,1.5,3.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0754,target_satellite_v0,5.0,0.01,1.5,3.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0755,target_satellite_v0,5.0,0.01,1.5,3.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0756,target_satellite_v0,5.0,0.01,1.5,3.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0757,target_satellite_v0,5.0,0.02,0.5,1.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0758,target_satellite_v0,5.0,0.02,0.5,1.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0759,target_satellite_v0,5.0,0.02,0.5,1.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0760,target_satellite_v0,5.0,0.02,0.5,1.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0761,target_satellite_v0,5.0,0.02,0.5,1.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0762,target_satellite_v0,5.0,0.02,0.5,1.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0763,target_satellite_v0,5.0,0.02,0.5,2.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0764,target_satellite_v0,5.0,0.02,0.5,2.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0765,target_satellite_v0,5.0,0.02,0.5,2.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0766,target_satellite_v0,5.0,0.02,0.5,2.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0767,target_satellite_v0,5.0,0.02,0.5,2.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0768,target_satellite_v0,5.0,0.02,0.5,2.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0769,target_satellite_v0,5.0,0.02,0.5,3.0,0.8,0,1.0,17.02,16.0,6.807,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0770,target_satellite_v0,5.0,0.02,0.5,3.0,0.8,1,1.0,17.02,16.0,1.021,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0771,target_satellite_v0,5.0,0.02,0.5,3.0,1.0,0,1.0,17.02,16.0,6.807,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0772,target_satellite_v0,5.0,0.02,0.5,3.0,1.0,1,1.0,17.02,16.0,1.021,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0773,target_satellite_v0,5.0,0.02,0.5,3.0,1.2,0,1.0,17.02,16.0,6.807,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0774,target_satellite_v0,5.0,0.02,0.5,3.0,1.2,1,1.0,17.02,16.0,1.021,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0775,target_satellite_v0,5.0,0.02,1.0,1.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0776,target_satellite_v0,5.0,0.02,1.0,1.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0777,target_satellite_v0,5.0,0.02,1.0,1.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0778,target_satellite_v0,5.0,0.02,1.0,1.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0779,target_satellite_v0,5.0,0.02,1.0,1.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0780,target_satellite_v0,5.0,0.02,1.0,1.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0781,target_satellite_v0,5.0,0.02,1.0,2.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0782,target_satellite_v0,5.0,0.02,1.0,2.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0783,target_satellite_v0,5.0,0.02,1.0,2.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0784,target_satellite_v0,5.0,0.02,1.0,2.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0785,target_satellite_v0,5.0,0.02,1.0,2.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0786,target_satellite_v0,5.0,0.02,1.0,2.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0787,target_satellite_v0,5.0,0.02,1.0,3.0,0.8,0,1.0,17.02,8.0,13.133,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0788,target_satellite_v0,5.0,0.02,1.0,3.0,0.8,1,1.0,17.02,8.0,1.97,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0789,target_satellite_v0,5.0,0.02,1.0,3.0,1.0,0,1.0,17.02,8.0,13.133,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0790,target_satellite_v0,5.0,0.02,1.0,3.0,1.0,1,1.0,17.02,8.0,1.97,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0791,target_satellite_v0,5.0,0.02,1.0,3.0,1.2,0,1.0,17.02,8.0,13.133,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0792,target_satellite_v0,5.0,0.02,1.0,3.0,1.2,1,1.0,17.02,8.0,1.97,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0793,target_satellite_v0,5.0,0.02,1.5,1.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0794,target_satellite_v0,5.0,0.02,1.5,1.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0795,target_satellite_v0,5.0,0.02,1.5,1.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0796,target_satellite_v0,5.0,0.02,1.5,1.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0797,target_satellite_v0,5.0,0.02,1.5,1.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0798,target_satellite_v0,5.0,0.02,1.5,1.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0799,target_satellite_v0,5.0,0.02,1.5,2.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,BASE_REACTION_FAIL
C0800,target_satellite_v0,5.0,0.02,1.5,2.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,APPROACH_SPEED_FAIL
C0801,target_satellite_v0,5.0,0.02,1.5,2.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,BASE_REACTION_FAIL
C0802,target_satellite_v0,5.0,0.02,1.5,2.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,APPROACH_SPEED_FAIL
C0803,target_satellite_v0,5.0,0.02,1.5,2.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,BASE_REACTION_FAIL
C0804,target_satellite_v0,5.0,0.02,1.5,2.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,APPROACH_SPEED_FAIL
C0805,target_satellite_v0,5.0,0.02,1.5,3.0,0.8,0,1.0,17.02,5.33,18.502,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0806,target_satellite_v0,5.0,0.02,1.5,3.0,0.8,1,1.0,17.02,5.33,2.775,0.0086,2.167,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0807,target_satellite_v0,5.0,0.02,1.5,3.0,1.0,0,1.0,17.02,5.33,18.502,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0808,target_satellite_v0,5.0,0.02,1.5,3.0,1.0,1,1.0,17.02,5.33,2.775,0.0086,2.708,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0809,target_satellite_v0,5.0,0.02,1.5,3.0,1.2,0,1.0,17.02,5.33,18.502,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0810,target_satellite_v0,5.0,0.02,1.5,3.0,1.2,1,1.0,17.02,5.33,2.775,0.0086,3.25,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0811,target_debris_v0,0.5,0.005,0.5,1.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0812,target_debris_v0,0.5,0.005,0.5,1.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,SAFE,SAFE
C0813,target_debris_v0,0.5,0.005,0.5,1.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0814,target_debris_v0,0.5,0.005,0.5,1.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,SAFE,SAFE
C0815,target_debris_v0,0.5,0.005,0.5,1.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0816,target_debris_v0,0.5,0.005,0.5,1.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,SAFE,SAFE
C0817,target_debris_v0,0.5,0.005,0.5,2.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0818,target_debris_v0,0.5,0.005,0.5,2.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,SAFE,SAFE
C0819,target_debris_v0,0.5,0.005,0.5,2.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0820,target_debris_v0,0.5,0.005,0.5,2.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,SAFE,SAFE
C0821,target_debris_v0,0.5,0.005,0.5,2.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0822,target_debris_v0,0.5,0.005,0.5,2.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,SAFE,SAFE
C0823,target_debris_v0,0.5,0.005,0.5,3.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0824,target_debris_v0,0.5,0.005,0.5,3.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0825,target_debris_v0,0.5,0.005,0.5,3.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0826,target_debris_v0,0.5,0.005,0.5,3.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0827,target_debris_v0,0.5,0.005,0.5,3.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0828,target_debris_v0,0.5,0.005,0.5,3.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0829,target_debris_v0,0.5,0.005,1.0,1.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0830,target_debris_v0,0.5,0.005,1.0,1.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,SAFE,SAFE
C0831,target_debris_v0,0.5,0.005,1.0,1.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0832,target_debris_v0,0.5,0.005,1.0,1.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,SAFE,SAFE
C0833,target_debris_v0,0.5,0.005,1.0,1.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0834,target_debris_v0,0.5,0.005,1.0,1.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,SAFE,SAFE
C0835,target_debris_v0,0.5,0.005,1.0,2.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0836,target_debris_v0,0.5,0.005,1.0,2.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,SAFE,SAFE
C0837,target_debris_v0,0.5,0.005,1.0,2.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0838,target_debris_v0,0.5,0.005,1.0,2.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,SAFE,SAFE
C0839,target_debris_v0,0.5,0.005,1.0,2.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0840,target_debris_v0,0.5,0.005,1.0,2.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,SAFE,SAFE
C0841,target_debris_v0,0.5,0.005,1.0,3.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
